train/actor_loss,time/episodes,time/total_timesteps,train/learning_rate,time/time_elapsed,rollout/ep_len_mean,train/n_updates,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef,train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length
-35.68829345703125,76,76000,0.0003,711,1000.0,75899,106,295.29128197368425,0.961236834526062,0.020495589822530746,0.7169469594955444,,
-38.37549591064453,,80000,0.0003,,,79899,,,1.104939341545105,0.022140588611364365,-0.9681133031845093,1018.3913680358382,1000.0
,80,80000,,750,1000.0,,106,328.2108683375,,,,,
-41.779685974121094,84,84000,0.0003,788,1000.0,83899,106,360.582273547619,1.263329267501831,0.023773055523633957,0.9573183655738831,,
-45.89324188232422,88,88000,0.0003,827,1000.0,87899,106,391.2147956931818,1.2761317491531372,0.025315161794424057,-0.9372974634170532,,
-49.559814453125,92,92000,0.0003,866,1000.0,91899,106,420.44648240217396,1.4831424951553345,0.026257362216711044,-0.2019796371459961,,
-52.146175384521484,96,96000,0.0003,904,1000.0,95899,106,450.533604625,1.2559587955474854,0.027820494025945663,0.3714706599712372,,
-55.8094482421875,,100000,0.0003,,,99899,,,1.4326655864715576,0.029246320948004723,0.5956220626831055,1210.834415605117,1000.0
,100,100000,,945,1000.0,,105,476.77995905999995,,,,,
-58.7707633972168,104,104000,0.0003,984,1000.0,103899,105,535.03990156,1.062389612197876,0.030030548572540283,0.1469675600528717,,
-61.85150909423828,108,108000,0.0003,1023,1000.0,107899,105,592.1036064499999,1.2056965827941895,0.03099178522825241,1.0872420072555542,,
-63.80326843261719,112,112000,0.0003,1062,1000.0,111899,105,646.27970958,1.5229942798614502,0.031497523188591,0.04485084116458893,,
-66.70211029052734,116,116000,0.0003,1098,1000.0,115899,105,702.06440771,1.0644372701644897,0.03292077034711838,-0.3850037157535553,,
-68.32696533203125,,120000,0.0003,,,119899,,,1.101860761642456,0.03285110741853714,0.08301062881946564,1276.0374353925115,1000.0
,120,120000,,1135,1000.0,,105,754.4110199500002,,,,,
-70.85409545898438,124,124000,0.0003,1171,1000.0,123899,105,807.68236606,1.0127109289169312,0.034295398741960526,0.24121664464473724,,
-72.41496276855469,128,128000,0.0003,1208,1000.0,127899,105,857.95166973,1.027699589729309,0.035116150975227356,-0.8912410736083984,,
-74.05486297607422,132,132000,0.0003,1244,1000.0,131899,106,904.7022890199999,0.9358988404273987,0.03508015722036362,0.4599817097187042,,
-75.83674621582031,136,136000,0.0003,1284,1000.0,135899,105,949.2964559200002,1.3312923908233643,0.03528207913041115,-0.4675682783126831,,
-77.48365783691406,,140000,0.0003,,,139899,,,1.1739108562469482,0.036288369446992874,1.4948062896728516,1381.5732816167233,1000.0
,140,140000,,1325,1000.0,,105,988.1779392000001,,,,,
-79.07051086425781,144,144000,0.0003,1364,1000.0,143899,105,1022.47142918,0.9563856720924377,0.036260806024074554,-0.6142804026603699,,
-79.8922119140625,148,148000,0.0003,1402,1000.0,147899,105,1057.3262315,1.00773286819458,0.03740245848894119,1.8079257011413574,,
-82.11436462402344,152,152000,0.0003,1440,1000.0,151899,105,1089.0925257200001,1.0986154079437256,0.03818320855498314,-0.1604868769645691,,
-82.97915649414062,156,156000,0.0003,1478,1000.0,155899,105,1102.58013361,0.952987790107727,0.03886190801858902,-0.14609792828559875,,
-84.03919982910156,,160000,0.0003,,,159899,,,1.1700866222381592,0.0378602035343647,-0.24017281830310822,1394.6440227218286,1000.0
,160,160000,,1518,1000.0,,105,1128.60998639,,,,,
-85.03790283203125,164,164000,0.0003,1556,1000.0,163899,105,1155.79219567,1.2352571487426758,0.03855026140809059,0.731867790222168,,
-87.15249633789062,168,168000,0.0003,1595,1000.0,167899,105,1180.42120677,1.0074111223220825,0.03892447054386139,-1.175778865814209,,
-88.37908935546875,172,172000,0.0003,1633,1000.0,171899,105,1205.79555129,1.1595244407653809,0.03932139649987221,1.4799447059631348,,
-90.25446319580078,176,176000,0.0003,1671,1000.0,175899,105,1228.40708576,1.0461525917053223,0.03958698362112045,-0.24584053456783295,,
-92.15815734863281,,180000,0.0003,,,179899,,,1.0155725479125977,0.040322594344615936,0.8764851689338684,1523.212505641981,1000.0
,180,180000,,1708,1000.0,,105,1247.6758306000002,,,,,
-91.92984771728516,184,184000,0.0003,1745,1000.0,183899,105,1266.75995269,1.0516308546066284,0.040177710354328156,-0.728090226650238,,
-94.27255249023438,188,188000,0.0003,1781,1000.0,187899,105,1285.0849334799998,1.1750563383102417,0.04059280455112457,0.44017499685287476,,
-95.49720764160156,192,192000,0.0003,1817,1000.0,191899,105,1301.57372038,1.069847583770752,0.04064994305372238,-0.7038273215293884,,
-96.82881164550781,196,196000,0.0003,1853,1000.0,195899,105,1316.40715297,1.1078484058380127,0.04094425588846207,0.09388606250286102,,
-97.15973663330078,,200000,0.0003,,,199899,,,0.8906599879264832,0.041141312569379807,-1.1086355447769165,1544.778612130729,1000.0
,200,200000,,1891,1000.0,,105,1333.3674256500003,,,,,
-99.30465698242188,204,204000,0.0003,1929,1000.0,203899,105,1348.05569834,0.9036908149719238,0.041208989918231964,0.04440963268280029,,
-100.10283660888672,208,208000,0.0003,1967,1000.0,207899,105,1362.44867519,1.0323641300201416,0.04160768911242485,0.22763732075691223,,
-102.13782501220703,212,212000,0.0003,2007,1000.0,211899,105,1376.6482765899998,1.0120892524719238,0.04283998906612396,0.38752779364585876,,
-103.60636901855469,216,216000,0.0003,2046,1000.0,215899,105,1388.94563487,0.7312757968902588,0.04146948456764221,0.9650712013244629,,
-103.75267791748047,,220000,0.0003,,,219899,,,1.0766644477844238,0.04184906557202339,0.22247576713562012,1627.7673741077306,1000.0
,220,220000,,2086,1000.0,,105,1401.2055070599997,,,,,
-105.88166809082031,224,224000,0.0003,2124,1000.0,223899,105,1414.2176138300001,1.0266591310501099,0.04229533299803734,0.9424723982810974,,
-106.03804779052734,228,228000,0.0003,2163,1000.0,227899,105,1427.26138811,1.0093048810958862,0.04242686182260513,0.21846887469291687,,
-107.50596618652344,232,232000,0.0003,2201,1000.0,231899,105,1440.13433937,0.7845519781112671,0.04287222400307655,0.7704734802246094,,
-108.97286987304688,236,236000,0.0003,2241,1000.0,235899,105,1451.1744067400004,1.0684404373168945,0.043192725628614426,0.36807894706726074,,
-109.13084411621094,,240000,0.0003,,,239899,,,1.0647636651992798,0.04248448461294174,-0.14896181225776672,1665.9881734687078,1000.0
,240,240000,,2280,1000.0,,105,1462.6322776600002,,,,,
-110.07466125488281,244,244000,0.0003,2316,1000.0,243899,105,1474.19224344,0.9707962870597839,0.04287455603480339,1.969982385635376,,
-111.03748321533203,248,248000,0.0003,2353,1000.0,247899,105,1485.6304492099996,0.8619580864906311,0.04308623448014259,-0.6612299084663391,,
-109.9403076171875,252,252000,0.0003,2390,1000.0,251899,105,1495.0415013800002,0.9399013519287109,0.043036140501499176,-1.4089908599853516,,
-112.18060302734375,256,256000,0.0003,2426,1000.0,255899,105,1523.5833104899998,1.0191709995269775,0.043514784425497055,0.0984940230846405,,
-113.4952392578125,,260000,0.0003,,,259899,,,0.9534677267074585,0.04357457533478737,0.39755669236183167,1698.6463513590074,1000.0
,260,260000,,2463,1000.0,,105,1534.42919735,,,,,
-113.65374755859375,264,264000,0.0003,2499,1000.0,263899,105,1544.60372895,0.7748891711235046,0.04308389127254486,-1.368544340133667,,
-114.93707275390625,268,268000,0.0003,2535,1000.0,267899,105,1553.7973577900002,0.8024215698242188,0.04422074556350708,0.3188846707344055,,
-115.4208984375,272,272000,0.0003,2571,1000.0,271899,105,1562.7177427,0.8413376808166504,0.04394988343119621,0.7404415607452393,,
-116.64351654052734,276,276000,0.0003,2607,1000.0,275899,105,1569.13206387,0.7792024612426758,0.04374708980321884,-0.3053290545940399,,
-115.892822265625,,280000,0.0003,,,279899,,,0.9098523855209351,0.04361632466316223,-0.7015421390533447,1741.218374725178,1000.0
,280,280000,,2646,1000.0,,105,1577.90012481,,,,,
-116.03651428222656,284,284000,0.0003,2685,1000.0,283899,105,1584.73309613,1.039556860923767,0.04378465563058853,-1.846137523651123,,
-118.43840026855469,288,288000,0.0003,2724,1000.0,287899,105,1591.7318259700003,0.916133463382721,0.044023334980010986,-0.8022655844688416,,
-118.8292007446289,292,292000,0.0003,2764,1000.0,291899,105,1600.04979274,0.9634114503860474,0.04356952756643295,0.3123838007450104,,
-118.44994354248047,296,296000,0.0003,2803,1000.0,295899,105,1606.8830530599996,0.9218133687973022,0.04409359022974968,-0.9502577781677246,,
-120.39781188964844,,300000,0.0003,,,299899,,,0.8587433099746704,0.04384865239262581,-0.6876437067985535,1753.0474544739059,1000.0
,300,300000,,2843,1000.0,,105,1612.4959083899998,,,,,
-121.61235046386719,304,304000,0.0003,2881,1000.0,303899,105,1618.4395582199995,0.7767655849456787,0.04389261454343796,0.18906092643737793,,
-120.98973083496094,308,308000,0.0003,2920,1000.0,307899,105,1623.7160959599998,0.8860797882080078,0.04475736618041992,-0.16622748970985413,,
-122.01557922363281,312,312000,0.0003,2959,1000.0,311899,105,1630.53050944,0.9928595423698425,0.0446334034204483,1.0424134731292725,,
-123.98623657226562,316,316000,0.0003,2996,1000.0,315899,105,1636.8697235400002,0.9624673128128052,0.044139109551906586,0.023876070976257324,,
-123.31585693359375,,320000,0.0003,,,319899,,,0.8011152744293213,0.04419843107461929,1.0862667560577393,1763.815766209364,1000.0
,320,320000,,3034,1000.0,,105,1643.37491642,,,,,
-124.4319839477539,324,324000,0.0003,3077,1000.0,323899,105,1649.1268799000004,0.849515438079834,0.043418582528829575,1.068069577217102,,
-124.01607513427734,328,328000,0.0003,3119,1000.0,327899,105,1653.9477687199997,0.8530352115631104,0.04484250769019127,-0.510482907295227,,
-124.83273315429688,332,332000,0.0003,3160,1000.0,331899,105,1658.50029728,1.0140399932861328,0.04413169249892235,-0.8679327368736267,,
-126.92144775390625,336,336000,0.0003,3198,1000.0,335899,105,1663.6537499199997,0.8613947629928589,0.04360583424568176,0.6968581676483154,,
-126.688720703125,,340000,0.0003,,,339899,,,1.0677881240844727,0.044249169528484344,-0.2847413420677185,1816.1803711046523,1000.0
,340,340000,,3239,1000.0,,104,1668.56049512,,,,,
-126.5137939453125,344,344000,0.0003,3279,1000.0,343899,104,1672.9053126200006,0.8508886694908142,0.04480154812335968,0.8230575323104858,,
-127.38529205322266,348,348000,0.0003,3319,1000.0,347899,104,1677.85935333,0.7983300685882568,0.04445065185427666,-0.5675199031829834,,
-128.444580078125,352,352000,0.0003,3358,1000.0,351899,104,1683.0159101300003,0.7487607002258301,0.044128745794296265,0.42961132526397705,,
-127.53174591064453,356,356000,0.0003,3398,1000.0,355899,104,1688.6384594000003,0.6737372279167175,0.04387839511036873,-0.0550399124622345,,
-128.2937774658203,,360000,0.0003,,,359899,,,0.887529194355011,0.0446862168610096,-1.276943325996399,1809.5598116379929,1000.0
,360,360000,,3439,1000.0,,104,1692.7451438600003,,,,,
-130.37521362304688,364,364000,0.0003,3480,1000.0,363899,104,1697.1344130599996,0.744794487953186,0.044066254049539566,0.039039790630340576,,
-130.20465087890625,368,368000,0.0003,3519,1000.0,367899,104,1701.45135414,0.7658584713935852,0.043948911130428314,-0.7566266059875488,,
-130.83102416992188,372,372000,0.0003,3558,1000.0,371899,104,1705.40220489,0.8216841220855713,0.04401388019323349,-0.31241053342819214,,
-131.1520233154297,376,376000,0.0003,3596,1000.0,375899,104,1709.1976438400002,0.7731322050094604,0.04385652393102646,-0.1637912392616272,,
-131.37771606445312,,380000,0.0003,,,379899,,,0.92043536901474,0.04422183334827423,0.9655489921569824,1846.0217677370006,1000.0
,380,380000,,3636,1000.0,,104,1713.20084803,,,,,
-132.34445190429688,384,384000,0.0003,3675,1000.0,383899,104,1717.17945618,0.7425844669342041,0.04357390105724335,-0.15727201104164124,,
-131.9957733154297,388,388000,0.0003,3714,1000.0,387899,104,1720.2315726900006,0.7045225501060486,0.043475523591041565,-0.321929395198822,,
-133.15167236328125,392,392000,0.0003,3756,1000.0,391899,104,1723.5462311300005,0.8546309471130371,0.04365558177232742,0.32343438267707825,,
-133.3130340576172,396,396000,0.0003,3796,1000.0,395899,104,1727.0051232100002,0.8500687479972839,0.04375586286187172,-1.3197400569915771,,
-133.80262756347656,,400000,0.0003,,,399899,,,0.9459148645401001,0.04397394880652428,0.5934690237045288,1852.9440246687852,1000.0
,400,400000,,3837,1000.0,,104,1730.9350307900002,,,,,
-134.24002075195312,404,404000,0.0003,3876,1000.0,403899,104,1733.78237893,0.900478720664978,0.04377654567360878,0.2069970667362213,,
-134.44711303710938,408,408000,0.0003,3915,1000.0,407899,104,1736.9494322400005,0.8310056924819946,0.04371773079037666,-0.5359111428260803,,
-135.38595581054688,412,412000,0.0003,3954,1000.0,411899,104,1738.93823951,0.7495400905609131,0.04362446069717407,-0.5148603916168213,,
-135.77951049804688,416,416000,0.0003,3995,1000.0,415899,104,1741.53272168,0.6870824098587036,0.043200720101594925,-0.4759353697299957,,
-136.78848266601562,,420000,0.0003,,,419899,,,0.8047174215316772,0.04405472055077553,0.9218932390213013,1857.7986637317692,1000.0
,420,420000,,4034,1000.0,,104,1743.7580751799997,,,,,
-136.5068359375,424,424000,0.0003,4073,1000.0,423899,104,1746.7255205299998,0.692574143409729,0.04395647346973419,0.2602033019065857,,
-137.27796936035156,428,428000,0.0003,4111,1000.0,427899,104,1749.7536093599995,0.7166599035263062,0.04389510303735733,-1.1592910289764404,,
-136.55303955078125,432,432000,0.0003,4150,1000.0,431899,104,1752.5686097400003,0.6977574825286865,0.04362787306308746,0.7479315996170044,,
-136.82675170898438,436,436000,0.0003,4190,1000.0,435899,104,1755.53620339,0.7675021886825562,0.0435044951736927,-0.808621883392334,,
-138.2498779296875,,440000,0.0003,,,439899,,,0.9497659206390381,0.04388666898012161,0.009205102920532227,1833.8889544206322,1000.0
,440,440000,,4232,1000.0,,103,1757.5577612600005,,,,,
-137.82025146484375,444,444000,0.0003,4273,1000.0,443899,103,1760.3800576200001,0.7338136434555054,0.04401708021759987,-0.6528846025466919,,
-138.22509765625,448,448000,0.0003,4312,1000.0,447899,103,1762.4038003700002,0.7750128507614136,0.043599557131528854,0.33472520112991333,,
-138.7842254638672,452,452000,0.0003,4350,1000.0,451899,103,1764.9748675900003,1.0349042415618896,0.04373463988304138,0.2432537078857422,,
-138.51023864746094,456,456000,0.0003,4389,1000.0,455899,103,1766.90950251,0.7991529703140259,0.04370281845331192,0.8618980050086975,,
-139.39083862304688,,460000,0.0003,,,459899,,,0.7365267276763916,0.044259265065193176,0.8906906247138977,1885.456781996647,1000.0
,460,460000,,4428,1000.0,,103,1768.8987827299998,,,,,
-139.09268188476562,464,464000,0.0003,4468,1000.0,463899,103,1771.8204406199993,0.7345748543739319,0.04317162185907364,-0.3432694673538208,,
-139.78561401367188,468,468000,0.0003,4505,1000.0,467899,103,1774.04598951,0.6509925127029419,0.04319380968809128,-0.12209728360176086,,
-139.590576171875,472,472000,0.0003,4542,1000.0,471899,103,1776.24343944,0.6392573714256287,0.04350929707288742,0.8231040835380554,,
-140.7978515625,476,476000,0.0003,4580,1000.0,475899,103,1778.5308072500002,0.635499119758606,0.04341316968202591,0.19876694679260254,,
-140.45590209960938,,480000,0.0003,,,479899,,,0.7678960561752319,0.04317214712500572,-0.3914032578468323,1874.7113039823075,1000.0
,480,480000,,4618,1000.0,,103,1780.8008424499997,,,,,
-140.38198852539062,484,484000,0.0003,4656,1000.0,483899,103,1782.9386893800004,0.7652180194854736,0.043610744178295135,0.4111607074737549,,
-141.37149047851562,488,488000,0.0003,4693,1000.0,487899,103,1785.4742977100004,0.7742446660995483,0.04322182759642601,0.1161409318447113,,
-141.4720001220703,492,492000,0.0003,4731,1000.0,491899,103,1786.8151619400003,0.8107064366340637,0.0438186377286911,0.04122902452945709,,
-141.2100830078125,496,496000,0.0003,4768,1000.0,495899,104,1788.7162027199997,0.6004638075828552,0.043356649577617645,-1.1707439422607422,,
-141.79335021972656,,500000,0.0003,,,499899,,,0.8594801425933838,0.04302377998828888,-0.7046248316764832,1920.5659882747277,1000.0
,500,500000,,4806,1000.0,,104,1789.76755656,,,,,
-142.8990478515625,504,504000,0.0003,4845,1000.0,503899,104,1791.8956856800003,0.7167888283729553,0.04376348853111267,-0.9447675943374634,,
-143.266357421875,508,508000,0.0003,4884,1000.0,507899,104,1793.8171427399998,0.8923296928405762,0.044071223586797714,0.23682229220867157,,
-142.98806762695312,512,512000,0.0003,4922,1000.0,511899,104,1796.85887182,0.7170066833496094,0.04304826259613037,0.6860673427581787,,
-143.1834259033203,516,516000,0.0003,4963,1000.0,515899,103,1799.56739663,0.6016582250595093,0.042857732623815536,0.8487157225608826,,
-142.48573303222656,,520000,0.0003,,,519899,,,0.856255292892456,0.04299906641244888,-0.4569489061832428,1920.962315882137,1000.0
,520,520000,,5003,1000.0,,103,1802.0661869500002,,,,,
-142.95022583007812,524,524000,0.0003,5041,1000.0,523899,103,1803.99039319,0.5759031772613525,0.043342120945453644,-1.2751004695892334,,
-143.91409301757812,528,528000,0.0003,5080,1000.0,527899,103,1806.52386658,0.9003419876098633,0.043207671493291855,-1.4230449199676514,,
-143.72413635253906,532,532000,0.0003,5118,1000.0,531899,103,1809.1436129499996,0.6879053115844727,0.042953070253133774,-1.026376485824585,,
-144.31466674804688,536,536000,0.0003,5157,1000.0,535899,103,1811.1131998600001,0.6948516368865967,0.042796846479177475,-0.6869031190872192,,
-144.36729431152344,,540000,0.0003,,,539899,,,0.6054390668869019,0.04217423498630524,0.7854130268096924,67.18587719720381,1000.0
,540,540000,,5197,1000.0,,103,1813.6366434300005,,,,,
-145.42042541503906,544,544000,0.0003,5236,1000.0,543899,103,1805.1400482699996,0.6711667776107788,0.043765537440776825,-0.09709549695253372,,
-145.4167022705078,548,548000,0.0003,5275,1000.0,547899,103,1806.68551678,0.493932843208313,0.042222760617733,-1.2253289222717285,,
-145.6103973388672,552,552000,0.0003,5314,1000.0,551899,103,1808.27318202,0.8741950988769531,0.042654041200876236,0.4737217426300049,,
-145.55438232421875,556,556000,0.0003,5352,1000.0,555899,103,1809.9064430399999,0.7474011182785034,0.04261227324604988,-0.6500076055526733,,
-146.6195068359375,,560000,0.0003,,,559899,,,0.5822876691818237,0.043213944882154465,0.8181161880493164,1918.406840611319,1000.0
,560,560000,,5391,1000.0,,103,1812.22321273,,,,,
-146.53662109375,564,564000,0.0003,5430,1000.0,563899,103,1813.2368750599999,0.7306327819824219,0.043515726923942566,-0.48491594195365906,,
-146.2252197265625,568,568000,0.0003,5468,1000.0,567899,103,1815.0866942900002,0.8503037691116333,0.042617954313755035,0.5069169402122498,,
-146.04637145996094,572,572000,0.0003,5506,1000.0,571899,103,1817.86203798,0.7474815845489502,0.04167812317609787,0.06708577275276184,,
-146.90513610839844,576,576000,0.0003,5543,1000.0,575899,103,1819.2227909199999,0.8671246767044067,0.04215910658240318,0.18464621901512146,,
-147.1309051513672,,580000,0.0003,,,579899,,,0.900380551815033,0.04225616529583931,0.13736192882061005,1957.2989556003363,1000.0
,580,580000,,5582,1000.0,,103,1820.8870252800002,,,,,
-147.88916015625,584,584000,0.0003,5619,1000.0,583899,103,1823.0112454400003,0.7912828922271729,0.04181122034788132,0.3033062517642975,,
-147.76918029785156,588,588000,0.0003,5656,1000.0,587899,103,1824.8338101499999,0.5823354721069336,0.042979490011930466,-0.47905662655830383,,
-148.16400146484375,592,592000,0.0003,5692,1000.0,591899,103,1826.6346415100002,0.5327168703079224,0.0427866131067276,0.11743119359016418,,
-148.3110809326172,596,596000,0.0003,5729,1000.0,595899,104,1828.4025634299999,0.6644644737243652,0.04289428889751434,0.3880821764469147,,
-148.6859893798828,,600000,0.0003,,,599899,,,0.515159547328949,0.042356859892606735,-0.25318437814712524,1935.5362171170068,1000.0
,600,600000,,5766,1000.0,,104,1831.1215369400002,,,,,
-148.60623168945312,604,604000,0.0003,5803,1000.0,603899,104,1833.3137690499998,0.6234034895896912,0.04311724752187729,-1.3035428524017334,,
-148.65452575683594,608,608000,0.0003,5841,1000.0,607899,104,1834.7149793700003,0.6656852960586548,0.042291078716516495,0.8955626487731934,,
-149.03887939453125,612,612000,0.0003,5878,1000.0,611899,104,1836.2654444600003,0.7990032434463501,0.04349297285079956,-1.1259303092956543,,
-148.19361877441406,616,616000,0.0003,5915,1000.0,615899,104,1838.05142548,0.8470903635025024,0.0430443212389946,-2.323915719985962,,
-149.52088928222656,,620000,0.0003,,,619899,,,0.664963960647583,0.042116429656744,1.0169037580490112,1956.954239609267,1000.0
,620,620000,,5953,1000.0,,104,1839.7528406699994,,,,,
-149.88357543945312,624,624000,0.0003,5989,1000.0,623899,104,1841.34508882,0.6437065601348877,0.04239172488451004,-0.0076712965965271,,
-150.16738891601562,628,628000,0.0003,6026,1000.0,627899,104,1843.6413406599997,0.6482528448104858,0.04247639328241348,0.9061346650123596,,
-150.39605712890625,632,632000,0.0003,6062,1000.0,631899,104,1845.9050138100001,0.5197165012359619,0.04215299338102341,0.6210300326347351,,
-150.39244079589844,636,636000,0.0003,6099,1000.0,635899,104,1847.7182482100002,0.6785210371017456,0.0421753004193306,-0.48809319734573364,,
-150.58726501464844,,640000,0.0003,,,639899,,,0.5723339915275574,0.04290713369846344,0.517375111579895,1978.8907384399906,1000.0
,640,640000,,6137,1000.0,,104,1849.6334195700003,,,,,
-150.63284301757812,644,644000,0.0003,6173,1000.0,643899,104,1861.81309939,0.509456217288971,0.041989706456661224,-0.028130561113357544,,
-151.82322692871094,648,648000,0.0003,6210,1000.0,647899,104,1863.7141268200003,0.6637168526649475,0.04195719212293625,1.1783603429794312,,
-151.33944702148438,652,652000,0.0003,6247,1000.0,651899,104,1865.3713762,0.7708499431610107,0.042010314762592316,-0.507621169090271,,
-151.8017120361328,656,656000,0.0003,6283,1000.0,655899,104,1866.81501942,0.4941426217556,0.04205140098929405,0.7591686248779297,,
-150.77084350585938,,660000,0.0003,,,659899,,,0.7441504597663879,0.042735759168863297,-1.1913117170333862,1985.8530964919833,1000.0
,660,660000,,6321,1000.0,,104,1867.94444051,,,,,
-151.90638732910156,664,664000,0.0003,6357,1000.0,663899,104,1869.82891935,0.549083948135376,0.04247957468032837,-1.094282627105713,,
-152.10958862304688,668,668000,0.0003,6394,1000.0,667899,104,1871.92385643,0.5524195432662964,0.04252123832702637,-0.64461350440979,,
-152.1677703857422,672,672000,0.0003,6431,1000.0,671899,104,1872.7097334199998,0.7042737007141113,0.04237419366836548,-0.6149815320968628,,
-151.96633911132812,676,676000,0.0003,6468,1000.0,675899,104,1875.2586695199998,0.7475064992904663,0.04284478724002838,0.8943920731544495,,
-152.27394104003906,,680000,0.0003,,,679899,,,0.6431159973144531,0.04302331805229187,0.9218176603317261,1945.3104323430016,1000.0
,680,680000,,6505,1000.0,,104,1876.5686407599999,,,,,
-152.578857421875,684,684000,0.0003,6541,1000.0,683899,104,1878.0720615900002,0.5184910893440247,0.042218130081892014,-0.03806743770837784,,
-152.11517333984375,688,688000,0.0003,6578,1000.0,687899,104,1879.9615180600001,0.7550479173660278,0.04234080761671066,-1.0581080913543701,,
-153.31887817382812,692,692000,0.0003,6614,1000.0,691899,104,1881.9889755299998,0.8776301145553589,0.042384255677461624,-1.5079258680343628,,
-153.43992614746094,696,696000,0.0003,6651,1000.0,695899,104,1883.6582793100001,0.6749070882797241,0.04220391809940338,-0.012015670537948608,,
-153.2791748046875,,700000,0.0003,,,699899,,,1.0436489582061768,0.04233134910464287,0.1523997187614441,1985.4468209789834,1000.0
,700,700000,,6688,1000.0,,104,1884.5332903600001,,,,,
-153.24554443359375,704,704000,0.0003,6724,1000.0,703899,104,1886.24362274,0.4827802777290344,0.0414535216987133,-0.30875831842422485,,
-153.8621368408203,708,708000,0.0003,6761,1000.0,707899,104,1888.3777734500002,0.6639277935028076,0.04181606322526932,-0.8073500990867615,,
-154.41647338867188,712,712000,0.0003,6797,1000.0,711899,104,1889.65426389,0.4799593687057495,0.042032647877931595,-0.12737804651260376,,
-153.48492431640625,716,716000,0.0003,6834,1000.0,715899,104,1891.1978313500001,0.455929160118103,0.04228326305747032,0.3106769919395447,,
-153.9673614501953,,720000,0.0003,,,719899,,,0.7586338520050049,0.04220127314329147,0.4909096956253052,2045.6235027186806,1000.0
,720,720000,,6873,1000.0,,104,1892.46470471,,,,,
-154.6661376953125,724,724000,0.0003,6910,1000.0,723899,104,1894.28298552,0.4962358772754669,0.04206550866365433,-0.09767498075962067,,
-154.52676391601562,728,728000,0.0003,6946,1000.0,727899,104,1895.91299317,0.7757949829101562,0.04281221330165863,-0.28655537962913513,,
-154.27178955078125,732,732000,0.0003,6983,1000.0,731899,104,1897.37636372,0.6781755089759827,0.0416698232293129,-0.353725790977478,,
-154.66888427734375,736,736000,0.0003,7019,1000.0,735899,104,1898.3352726199998,0.7143414616584778,0.04180632531642914,-0.5600589513778687,,
