train/critic_loss,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/learning_rate,train/actor_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
0.13852167129516602,346,4,200,0,0.001,2.377108335494995,99,-70.7830565,50.0,,
0.023361027240753174,237,8,400,1,0.001,1.8594136238098145,299,-51.24176325,50.0,,
0.004251360893249512,210,12,600,2,0.001,1.8689428567886353,499,-38.13155941666667,50.0,,
0.005119550973176956,202,16,800,3,0.001,2.0228271484375,699,-31.6555779375,50.0,,
0.003920099698007107,197,20,1000,5,0.001,2.1504294872283936,899,-27.827646199999997,50.0,,
0.002150672720745206,194,24,1200,6,0.001,2.2160074710845947,1099,-24.630549708333334,50.0,,
0.00248964736238122,192,28,1400,7,0.001,2.2863259315490723,1299,-23.064202285714288,50.0,,
0.0024832040071487427,190,32,1600,8,0.001,2.2904858589172363,1499,-21.47989346875,50.0,,
0.010828681290149689,190,36,1800,9,0.001,2.4441304206848145,1699,-20.16825736111111,50.0,,
0.0041305492632091045,189,40,2000,10,0.001,2.6053996086120605,1899,-19.108591575000002,50.0,,
0.0011913952184841037,188,44,2200,11,0.001,2.5571916103363037,2099,-17.938479840909093,50.0,,
0.001304173027165234,187,48,2400,12,0.001,2.7480406761169434,2299,-17.377089645833333,50.0,,
0.0038679158315062523,187,52,2600,13,0.001,2.9588422775268555,2499,-16.95501673076923,50.0,,
0.0035014417953789234,187,56,2800,14,0.001,3.0699377059936523,2699,-16.332641517857144,50.0,,
0.0013886161614209414,186,60,3000,16,0.001,3.0432047843933105,2899,-15.781906200000002,50.0,,
0.0033343196846544743,186,64,3200,17,0.001,3.0586512088775635,3099,-15.220912812500002,50.0,,
0.007457973435521126,185,68,3400,18,0.001,3.248253345489502,3299,-14.74897161764706,50.0,,
0.002582778222858906,185,72,3600,19,0.001,3.2681260108947754,3499,-14.366179166666667,50.0,,
0.0017615263350307941,185,76,3800,20,0.001,3.185269832611084,3699,-14.03292036842105,50.0,,
0.001374189741909504,185,80,4000,21,0.001,3.316598415374756,3899,-13.681379387499998,50.0,,
0.0013575758785009384,184,84,4200,22,0.001,3.1242902278900146,4099,-13.332443654761907,50.0,,
0.005057110916823149,184,88,4400,23,0.001,3.410022258758545,4299,-13.155546250000002,50.0,,
0.004029065370559692,184,92,4600,24,0.001,3.3007779121398926,4499,-13.085204739130436,50.0,,
0.001505036256276071,184,96,4800,26,0.001,3.3822879791259766,4699,-12.808099218750002,50.0,,
0.001978956162929535,184,100,5000,27,0.001,3.434565305709839,4899,-12.576961420000002,50.0,,
0.002934559714049101,184,104,5200,28,0.001,3.6440887451171875,5099,-10.127822730000002,50.0,,
0.0020722527988255024,184,108,5400,29,0.001,3.5704824924468994,5299,-9.14343151,50.0,,
0.0032467939890921116,183,112,5600,30,0.001,3.352144956588745,5499,-8.92262475,50.0,,
0.0027518458664417267,183,116,5800,31,0.001,3.8255176544189453,5699,-8.80046042,50.0,,
0.0028246098663657904,183,120,6000,32,0.001,3.7025833129882812,5899,-8.64317271,50.0,,
0.0020995773375034332,183,124,6200,33,0.001,3.8322768211364746,6099,-8.66234163,50.0,,
0.003532151225954294,183,128,6400,34,0.001,3.824995756149292,6299,-8.537974530000001,50.0,,
0.0024374122731387615,183,132,6600,35,0.001,3.8371219635009766,6499,-8.40136447,50.0,,
0.0028292997740209103,183,136,6800,37,0.001,3.913632392883301,6699,-8.27307087,50.0,,
0.002260444452986121,183,140,7000,38,0.001,3.762627601623535,6899,-8.207363840000001,50.0,,
0.0019268868491053581,183,144,7200,39,0.001,3.9743075370788574,7099,-8.21539871,50.0,,
0.00504566915333271,183,148,7400,40,0.001,3.7876408100128174,7299,-8.120792519999998,50.0,,
0.002628946676850319,183,152,7600,41,0.001,3.920891284942627,7499,-7.923247280000001,50.0,,
0.003002569545060396,182,156,7800,42,0.001,3.914768695831299,7699,-7.8684823999999995,50.0,,
0.004039745777845383,182,160,8000,43,0.001,4.007656574249268,7899,-7.78565003,50.0,,
0.005153145175427198,182,164,8200,44,0.001,4.150656700134277,8099,-8.00967269,50.0,,
0.010178123600780964,182,168,8400,46,0.001,4.1020121574401855,8299,-7.989800030000001,50.0,,
0.005360972136259079,182,172,8600,47,0.001,4.184490203857422,8499,-8.05544807,50.0,,
0.005263068713247776,182,176,8800,48,0.001,4.059020042419434,8699,-8.18211573,50.0,,
0.0034814290702342987,182,180,9000,49,0.001,4.204975605010986,8899,-8.18306443,50.0,,
0.004431622102856636,182,184,9200,50,0.001,3.9941868782043457,9099,-8.302810990000001,50.0,,
0.006341911852359772,182,188,9400,51,0.001,4.2293901443481445,9299,-8.2632216,50.0,,
0.0030554714612662792,182,192,9600,52,0.001,4.1513166427612305,9499,-8.13578221,50.0,,
0.006526402197778225,182,196,9800,53,0.001,4.005364894866943,9699,-8.22910746,50.0,,
0.00573824904859066,182,200,10000,54,0.001,4.225483417510986,9899,-8.274256909999998,50.0,,
0.004935945849865675,182,204,10200,56,0.001,4.280830383300781,10099,-8.139406419999998,50.0,,
0.0022742217406630516,182,208,10400,57,0.001,4.250974655151367,10299,-8.10024468,50.0,,
0.0025970577262341976,182,212,10600,58,0.001,4.272540092468262,10499,-8.22310205,50.0,,
0.0045075686648488045,182,216,10800,59,0.001,4.34805965423584,10699,-8.11755625,50.0,,
0.0039398702792823315,182,220,11000,60,0.001,4.237966537475586,10899,-8.017536289999999,50.0,,
