time/episodes,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/loss,eval/mean_ep_length,eval/mean_reward
1280,103757,116.11,60,1703,0.05,116.11,24689,0.0001,0.8490144610404968,,
1284,104204,116.03,61,1702,0.05,116.03,24800,0.0001,0.6201660633087158,,
1288,104665,115.94,61,1701,0.05,115.94,24916,0.0001,0.75357586145401,,
1292,105133,116.08,61,1700,0.05,116.08,25033,0.0001,0.008105152286589146,,
1296,105604,116.05,62,1699,0.05,116.05,25150,0.0001,0.008805857971310616,,
1300,106059,115.95,62,1699,0.05,115.95,25264,0.0001,1.2172634601593018,,
1304,106535,116.05,62,1699,0.05,116.05,25383,0.0001,0.10049182921648026,,
1308,107011,116.26,62,1698,0.05,116.26,25502,0.0001,0.0300389863550663,,
1312,107477,116.15,63,1698,0.05,116.15,25619,0.0001,0.6485010981559753,,
1316,107936,115.94,63,1698,0.05,115.94,25733,0.0001,0.6119388341903687,,
1320,108392,115.84,63,1697,0.05,115.84,25847,0.0001,0.021401619538664818,,
1324,108838,115.65,64,1698,0.05,115.65,25959,0.0001,0.01842987723648548,,
1328,109299,115.63,64,1698,0.05,115.63,26074,0.0001,0.49188467860221863,,
1332,109761,115.65,64,1698,0.05,115.65,26190,0.0001,0.8813676238059998,,
,110000,,,,0.05,,26249,0.0001,1.2448477745056152,114.0,114.0
1336,110211,115.62,65,1694,0.05,115.62,26302,0.0001,0.7207528352737427,,
1340,110661,115.4,65,1693,0.05,115.4,26415,0.0001,0.5434726476669312,,
1344,111117,115.18,65,1693,0.05,115.18,26529,0.0001,0.022278301417827606,,
1348,111584,115.23,65,1694,0.05,115.23,26645,0.0001,0.2080661505460739,,
1352,112048,115.22,66,1694,0.05,115.22,26761,0.0001,0.6570209264755249,,
1356,112512,115.22,66,1694,0.05,115.22,26877,0.0001,1.713017463684082,,
1360,112952,114.97,66,1694,0.05,114.97,26987,0.0001,0.0946633443236351,,
1364,113402,114.82,66,1694,0.05,114.82,27100,0.0001,0.009070119820535183,,
1368,113867,114.81,67,1694,0.05,114.81,27216,0.0001,0.6128559112548828,,
1372,114325,114.79,67,1693,0.05,114.79,27331,0.0001,0.008817281574010849,,
1376,114791,114.96,67,1693,0.05,114.96,27447,0.0001,0.010008370503783226,,
1380,115267,115.1,68,1692,0.05,115.1,27566,0.0001,0.6186721920967102,,
1384,115724,115.2,68,1691,0.05,115.2,27680,0.0001,1.5946385860443115,,
1388,116179,115.14,68,1691,0.05,115.14,27794,0.0001,0.6158480644226074,,
1392,116640,115.07,68,1691,0.05,115.07,27909,0.0001,0.6165720224380493,,
1396,117100,114.96,69,1691,0.05,114.96,28024,0.0001,1.2333717346191406,,
1400,117552,114.93,69,1691,0.05,114.93,28137,0.0001,1.1350436210632324,,
1404,118014,114.79,69,1690,0.05,114.79,28253,0.0001,0.6316218376159668,,
1408,118476,114.65,70,1689,0.05,114.65,28368,0.0001,0.008321607485413551,,
1412,118940,114.63,70,1690,0.05,114.63,28484,0.0001,0.6015098690986633,,
1416,119401,114.65,70,1689,0.05,114.65,28600,0.0001,0.614878237247467,,
1420,119856,114.64,70,1690,0.05,114.64,28713,0.0001,0.005503464490175247,,
,120000,,,,0.05,,28749,0.0001,0.28681468963623047,112.4,112.4
1424,120313,114.75,71,1688,0.05,114.75,28828,0.0001,0.009400568902492523,,
1428,120765,114.66,71,1687,0.05,114.66,28941,0.0001,0.005240386351943016,,
1432,121222,114.61,71,1687,0.05,114.61,29055,0.0001,0.007477987557649612,,
1436,121663,114.52,72,1687,0.05,114.52,29165,0.0001,0.019985537976026535,,
1440,122126,114.65,72,1687,0.05,114.65,29281,0.0001,0.7522205710411072,,
1444,122579,114.62,72,1686,0.05,114.62,29394,0.0001,0.013148541562259197,,
1448,123019,114.35,72,1687,0.05,114.35,29504,0.0001,0.014728080481290817,,
1452,123471,114.23,73,1686,0.05,114.23,29617,0.0001,0.011857244186103344,,
1456,123933,114.21,73,1686,0.05,114.21,29733,0.0001,0.006007812917232513,,
1460,124386,114.34,73,1686,0.05,114.34,29846,0.0001,1.2658793926239014,,
1464,124843,114.41,74,1686,0.05,114.41,29960,0.0001,1.2190247774124146,,
1468,125291,114.24,74,1686,0.05,114.24,30072,0.0001,0.6109562516212463,,
1472,125749,114.24,74,1686,0.05,114.24,30187,0.0001,0.005522903520613909,,
1476,126200,114.09,74,1685,0.05,114.09,30299,0.0001,0.6156632900238037,,
1480,126642,113.75,75,1685,0.05,113.75,30410,0.0001,0.6596585512161255,,
1484,127091,113.67,75,1685,0.05,113.67,30522,0.0001,0.6175999045372009,,
1488,127550,113.71,75,1685,0.05,113.71,30637,0.0001,0.6474514603614807,,
1492,128005,113.65,75,1685,0.05,113.65,30751,0.0001,0.08169553428888321,,
1496,128449,113.49,76,1685,0.05,113.49,30862,0.0001,1.2280986309051514,,
1500,128898,113.46,76,1684,0.05,113.46,30974,0.0001,1.847886085510254,,
1504,129353,113.39,76,1685,0.05,113.39,31088,0.0001,0.005692644044756889,,
1508,129804,113.28,77,1684,0.05,113.28,31200,0.0001,0.004525496158748865,,
,130000,,,,0.05,,31249,0.0001,0.007723955437541008,111.2,111.2
1512,130252,113.12,77,1684,0.05,113.12,31312,0.0001,0.0063039446249604225,,
1516,130711,113.1,77,1683,0.05,113.1,31427,0.0001,0.010986728593707085,,
1520,131166,113.1,77,1683,0.05,113.1,31541,0.0001,0.6676695346832275,,
1524,131626,113.13,78,1683,0.05,113.13,31656,0.0001,0.08749160170555115,,
1528,132076,113.11,78,1683,0.05,113.11,31768,0.0001,0.052923016250133514,,
1532,132538,113.16,78,1682,0.05,113.16,31884,0.0001,0.006834861822426319,,
1536,133005,113.42,79,1682,0.05,113.42,32001,0.0001,0.7062435150146484,,
1540,133454,113.28,79,1682,0.05,113.28,32113,0.0001,0.05056245997548103,,
1544,133894,113.15,79,1681,0.05,113.15,32223,0.0001,1.2636148929595947,,
1548,134338,113.19,79,1682,0.05,113.19,32334,0.0001,0.005637016147375107,,
1552,134802,113.31,80,1682,0.05,113.31,32450,0.0001,0.6054245829582214,,
1556,135271,113.38,80,1682,0.05,113.38,32567,0.0001,0.6100078225135803,,
1560,135721,113.35,80,1682,0.05,113.35,32680,0.0001,0.006605043075978756,,
1564,136166,113.23,80,1682,0.05,113.23,32791,0.0001,0.006940686143934727,,
1568,136633,113.42,81,1682,0.05,113.42,32908,0.0001,0.008141942322254181,,
1572,137090,113.41,81,1682,0.05,113.41,33022,0.0001,0.00933201052248478,,
1576,137539,113.39,81,1682,0.05,113.39,33134,0.0001,0.005928386934101582,,
1580,137990,113.48,82,1682,0.05,113.48,33247,0.0001,0.5999389290809631,,
1584,138443,113.52,82,1681,0.05,113.52,33360,0.0001,0.6473222970962524,,
1588,138888,113.38,82,1680,0.05,113.38,33471,0.0001,0.006834452040493488,,
1592,139240,112.35,82,1680,0.05,112.35,33559,0.0001,0.010628385469317436,,
1596,139687,112.38,83,1679,0.05,112.38,33671,0.0001,0.06447479873895645,,
,140000,,,,0.05,,33749,0.0001,0.5920698046684265,113.4,113.4
1600,140142,112.44,83,1678,0.05,112.44,33785,0.0001,0.008863002061843872,,
1604,140605,112.52,83,1677,0.05,112.52,33901,0.0001,0.005353681277483702,,
1608,141066,112.62,84,1678,0.05,112.62,34016,0.0001,0.5948880910873413,,
1612,141517,112.65,84,1678,0.05,112.65,34129,0.0001,0.6411439180374146,,
1616,141972,112.61,84,1678,0.05,112.61,34242,0.0001,0.00498067494481802,,
1620,142434,112.68,84,1678,0.05,112.68,34358,0.0001,0.005414154846221209,,
1624,142892,112.66,85,1678,0.05,112.66,34472,0.0001,1.2132344245910645,,
1628,143349,112.73,85,1678,0.05,112.73,34587,0.0001,1.7451331615447998,,
1632,143818,112.8,85,1678,0.05,112.8,34704,0.0001,0.6341353058815002,,
1636,144284,112.79,85,1678,0.05,112.79,34820,0.0001,0.03307083994150162,,
1640,144751,112.97,86,1677,0.05,112.97,34937,0.0001,0.5816912055015564,,
1644,145209,113.15,86,1678,0.05,113.15,35052,0.0001,0.04926165193319321,,
1648,145666,113.28,86,1677,0.05,113.28,35166,0.0001,0.0034049965906888247,,
1652,146133,113.31,87,1678,0.05,113.31,35283,0.0001,0.00532057648524642,,
1656,146596,113.25,87,1678,0.05,113.25,35398,0.0001,0.5732868909835815,,
1660,147046,113.25,87,1678,0.05,113.25,35511,0.0001,0.6680263876914978,,
1664,147517,113.51,87,1678,0.05,113.51,35629,0.0001,0.6095503568649292,,
1668,147979,113.46,88,1678,0.05,113.46,35744,0.0001,0.5785447955131531,,
1672,148440,113.5,88,1678,0.05,113.5,35859,0.0001,0.5751927495002747,,
1676,148899,113.6,88,1678,0.05,113.6,35974,0.0001,0.0070862919092178345,,
1680,149362,113.72,88,1678,0.05,113.72,36090,0.0001,0.560994565486908,,
1684,149825,113.82,89,1678,0.05,113.82,36206,0.0001,0.005646126810461283,,
,150000,,,,0.05,,36249,0.0001,0.00458712549880147,117.0,117.0
1688,150299,114.11,89,1676,0.05,114.11,36324,0.0001,0.05565785616636276,,
1692,150743,115.03,89,1676,0.05,115.03,36435,0.0001,0.0037767416797578335,,
1696,151206,115.19,90,1676,0.05,115.19,36551,0.0001,1.1139336824417114,,
1700,151664,115.22,90,1676,0.05,115.22,36665,0.0001,1.117455244064331,,
1704,152132,115.27,90,1676,0.05,115.27,36782,0.0001,0.5563057065010071,,
1708,152602,115.36,91,1675,0.05,115.36,36900,0.0001,0.00539628928527236,,
1712,153066,115.49,91,1676,0.05,115.49,37016,0.0001,0.030163226649165154,,
1716,153542,115.7,91,1676,0.05,115.7,37135,0.0001,0.010844546370208263,,
1720,154013,115.79,91,1675,0.05,115.79,37253,0.0001,0.022545035928487778,,
1724,154487,115.95,92,1676,0.05,115.95,37371,0.0001,0.009068604558706284,,
1728,154943,115.94,92,1675,0.05,115.94,37485,0.0001,0.005815498065203428,,
1732,155417,115.99,92,1675,0.05,115.99,37604,0.0001,1.095811128616333,,
1736,155796,115.12,92,1675,0.05,115.12,37698,0.0001,0.005422379355877638,,
1740,156261,115.1,93,1675,0.05,115.1,37815,0.0001,0.5301888585090637,,
1744,156732,115.23,93,1675,0.05,115.23,37932,0.0001,0.04312843829393387,,
1748,157212,115.46,93,1675,0.05,115.46,38052,0.0001,0.545414924621582,,
1752,157669,115.36,94,1675,0.05,115.36,38167,0.0001,0.5484015941619873,,
1756,158166,115.7,94,1675,0.05,115.7,38291,0.0001,0.5347928404808044,,
1760,158651,116.05,94,1675,0.05,116.05,38412,0.0001,0.5201714038848877,,
1764,159138,116.21,94,1675,0.05,116.21,38534,0.0001,0.007804705761373043,,
1768,159626,116.47,95,1675,0.05,116.47,38656,0.0001,0.005594367161393166,,
,160000,,,,0.05,,38749,0.0001,1.587370753288269,125.4,125.4
1772,160093,116.53,95,1673,0.05,116.53,38773,0.0001,0.5304953455924988,,
1776,160587,116.88,95,1672,0.05,116.88,38896,0.0001,0.5147070288658142,,
1780,161062,117.0,96,1672,0.05,117.0,39015,0.0001,0.5227713584899902,,
1784,161544,117.19,96,1672,0.05,117.19,39135,0.0001,0.5106085538864136,,
1788,162029,117.3,96,1672,0.05,117.3,39257,0.0001,0.008279266767203808,,
1792,162505,117.62,97,1671,0.05,117.62,39376,0.0001,0.5067025423049927,,
1796,163016,118.1,97,1671,0.05,118.1,39503,0.0001,0.5151026248931885,,
1800,163502,118.38,97,1671,0.05,118.38,39625,0.0001,1.0080621242523193,,
1804,163990,118.58,98,1671,0.05,118.58,39747,0.0001,0.021292973309755325,,
1808,164499,118.97,98,1671,0.05,118.97,39874,0.0001,0.006262707524001598,,
1812,164969,119.03,98,1671,0.05,119.03,39992,0.0001,0.4873323440551758,,
1816,165449,119.07,98,1671,0.05,119.07,40112,0.0001,0.6396691203117371,,
1820,165971,119.58,99,1671,0.05,119.58,40242,0.0001,0.005991427227854729,,
1824,166568,120.81,99,1671,0.05,120.81,40391,0.0001,0.4814971685409546,,
1828,167014,120.71,99,1671,0.05,120.71,40503,0.0001,0.4986017346382141,,
1832,167514,120.97,100,1671,0.05,120.97,40628,0.0001,0.9758938550949097,,
1836,168047,122.51,100,1671,0.05,122.51,40761,0.0001,0.9967808723449707,,
1840,168562,123.01,100,1671,0.05,123.01,40890,0.0001,0.006385786924511194,,
1844,169065,123.33,101,1671,0.05,123.33,41016,0.0001,0.47274675965309143,,
1848,169581,123.69,101,1671,0.05,123.69,41145,0.0001,0.010846800170838833,,
,170000,,,,0.05,,41249,0.0001,0.004482547286897898,135.4,135.4
1852,170124,124.55,101,1669,0.05,124.55,41280,0.0001,0.46304166316986084,,
1856,170672,125.06,102,1669,0.05,125.06,41417,0.0001,1.4411104917526245,,
1860,171181,125.3,102,1669,0.05,125.3,41545,0.0001,0.47748973965644836,,
1864,171720,125.82,102,1669,0.05,125.82,41679,0.0001,0.011069371365010738,,
1868,172224,125.98,103,1669,0.05,125.98,41805,0.0001,1.7948696613311768,,
1872,172739,126.46,103,1669,0.05,126.46,41934,0.0001,0.006038534455001354,,
1876,173267,126.8,103,1669,0.05,126.8,42066,0.0001,0.4421834945678711,,
1880,173746,126.84,104,1668,0.05,126.84,42186,0.0001,0.4437726140022278,,
1884,174268,127.24,104,1668,0.05,127.24,42316,0.0001,0.44019466638565063,,
1888,174800,127.71,104,1668,0.05,127.71,42449,0.0001,0.008034597150981426,,
1892,175303,127.98,105,1668,0.05,127.98,42575,0.0001,0.8348278999328613,,
1896,175787,127.71,105,1668,0.05,127.71,42696,0.0001,0.04137988016009331,,
1900,176264,127.62,105,1668,0.05,127.62,42815,0.0001,0.45111972093582153,,
1904,176707,127.17,105,1668,0.05,127.17,42926,0.0001,0.846847414970398,,
1908,177163,126.64,106,1668,0.05,126.64,43040,0.0001,1.2377285957336426,,
1912,177650,126.81,106,1668,0.05,126.81,43162,0.0001,0.4004063010215759,,
1916,178102,126.53,106,1668,0.05,126.53,43275,0.0001,0.007754531688988209,,
1920,178452,124.81,106,1668,0.05,124.81,43362,0.0001,0.39957407116889954,,
1924,178722,121.54,107,1668,0.05,121.54,43430,0.0001,0.3945264220237732,,
1928,179192,121.78,107,1668,0.05,121.78,43547,0.0001,0.41461339592933655,,
1932,179666,121.52,107,1668,0.05,121.52,43666,0.0001,0.006699542980641127,,
,180000,,,,0.05,,43749,0.0001,0.0066183567978441715,112.6,112.6
1936,180127,120.8,108,1667,0.05,120.8,43781,0.0001,0.39281323552131653,,
1940,180590,120.28,108,1667,0.05,120.28,43897,0.0001,0.39111971855163574,,
1944,181058,119.93,108,1667,0.05,119.93,44014,0.0001,0.014162820763885975,,
1948,181419,118.38,108,1667,0.05,118.38,44104,0.0001,0.3762703835964203,,
1952,181884,117.6,109,1667,0.05,117.6,44220,0.0001,0.3836687505245209,,
1956,182341,116.69,109,1667,0.05,116.69,44335,0.0001,0.0064470358192920685,,
1960,182790,116.09,109,1667,0.05,116.09,44447,0.0001,0.0078095849603414536,,
1964,183259,115.39,109,1667,0.05,115.39,44564,0.0001,0.005303008481860161,,
1968,183735,115.11,110,1666,0.05,115.11,44683,0.0001,0.004851200617849827,,
1972,184205,114.66,110,1666,0.05,114.66,44801,0.0001,0.36141151189804077,,
1976,184663,113.96,110,1666,0.05,113.96,44915,0.0001,0.3630136549472809,,
1980,185110,113.64,111,1666,0.05,113.64,45027,0.0001,0.9910522103309631,,
1984,185571,113.03,111,1666,0.05,113.03,45142,0.0001,0.3438071012496948,,
1988,186031,112.31,111,1666,0.05,112.31,45257,0.0001,0.016685470938682556,,
1992,186484,111.81,111,1666,0.05,111.81,45370,0.0001,0.16045787930488586,,
1996,186927,111.4,112,1666,0.05,111.4,45481,0.0001,0.6542240381240845,,
2000,187379,111.15,112,1666,0.05,111.15,45594,0.0001,0.33763906359672546,,
2004,187827,111.2,112,1666,0.05,111.2,45706,0.0001,0.6298802495002747,,
2008,188286,111.23,113,1665,0.05,111.23,45821,0.0001,0.31461605429649353,,
2012,188757,111.07,113,1665,0.05,111.07,45939,0.0001,0.6011638641357422,,
2016,189215,111.13,113,1665,0.05,111.13,46053,0.0001,0.0033225216902792454,,
2020,189683,112.31,113,1665,0.05,112.31,46170,0.0001,0.007916055619716644,,
,190000,,,,0.05,,46249,0.0001,0.5676683783531189,115.4,115.4
2024,190169,114.47,114,1664,0.05,114.47,46292,0.0001,0.0048924703150987625,,
2028,190645,114.53,114,1664,0.05,114.53,46411,0.0001,0.31488367915153503,,
2032,191119,114.53,114,1664,0.05,114.53,46529,0.0001,0.8574288487434387,,
2036,191606,114.79,115,1663,0.05,114.79,46651,0.0001,0.976706326007843,,
2040,192091,115.01,115,1663,0.05,115.01,46772,0.0001,0.2535141110420227,,
2044,192564,115.06,115,1663,0.05,115.06,46890,0.0001,0.2503848671913147,,
2048,193037,116.18,116,1663,0.05,116.18,47009,0.0001,0.7528129816055298,,
2052,193516,116.32,116,1663,0.05,116.32,47128,0.0001,0.005580514669418335,,
2056,193996,116.55,116,1663,0.05,116.55,47248,0.0001,1.2034622430801392,,
2060,194465,116.75,116,1663,0.05,116.75,47366,0.0001,0.005344867706298828,,
2064,194944,116.85,117,1662,0.05,116.85,47485,0.0001,0.008558552712202072,,
2068,195407,116.72,117,1663,0.05,116.72,47601,0.0001,0.45051464438438416,,
2072,195886,116.81,117,1662,0.05,116.81,47721,0.0001,0.005145035218447447,,
2076,196369,117.06,118,1662,0.05,117.06,47842,0.0001,0.004804900847375393,,
2080,196848,117.38,118,1663,0.05,117.38,47961,0.0001,0.2138395458459854,,
2084,197254,116.83,118,1662,0.05,116.83,48063,0.0001,0.0044768149964511395,,
2088,197732,117.01,118,1662,0.05,117.01,48182,0.0001,0.006257439497858286,,
2092,198219,117.35,119,1663,0.05,117.35,48304,0.0001,0.18913976848125458,,
2096,198704,117.77,119,1663,0.05,117.77,48425,0.0001,0.3974384665489197,,
2100,199169,117.9,119,1662,0.05,117.9,48542,0.0001,0.21648766100406647,,
2104,199638,118.11,120,1662,0.05,118.11,48659,0.0001,0.04049454256892204,,
,200000,,,,0.05,,48749,0.0001,0.5504990220069885,119.2,119.2
