time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/loss,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/n_updates,train/clip_fraction,train/std,train/explained_variance,train/value_loss,train/approx_kl,train/entropy_loss
2259,37,603.74,75776,604.22,33,0.006977791897952557,0.0003,0.000636290128750261,0.2,360,0.0169921875,0.8167769908905029,-0.10689151287078857,0.0004201664474180689,0.00422358,-1.212388702481985
2259,38,621.73,77824,622.19,34,0.006128550041466951,0.0003,-0.0007655325724044814,0.2,370,0.044775390625,0.8096145391464233,-0.2759040594100952,0.0002621396863503378,0.0028837644,-1.2122702986001967
2257,39,641.02,79872,641.46,35,-0.006165677681565285,0.0003,1.386214280501008e-05,0.2,380,0.042431640625,0.8088494539260864,-0.2735896110534668,0.00022700745674057997,0.004943887,-1.2069016683846712
2257,40,658.46,81920,658.88,36,-0.0010539117502048612,0.0003,-0.00028828450522269124,0.2,390,0.0435546875,0.7941704988479614,-0.28804659843444824,0.00014007186349260792,0.005903572,-1.1963816106319427
2255,41,676.65,83968,677.05,37,0.011891410686075687,0.0003,-0.0008671289659105241,0.2,400,0.058056640625,0.770700216293335,-0.38008153438568115,8.248956297336462e-05,0.0068520214,-1.1731384739279747
2255,42,695.69,86016,696.07,38,-4.124498082092032e-05,0.0003,-0.0037982972360623537,0.2,410,0.087353515625,0.7651041746139526,-0.46478569507598877,7.064084604451182e-05,0.008395233,-1.1549051158130168
2255,43,714.45,88064,714.81,39,-0.0008171750232577324,0.0003,1.5253208403009921e-05,0.2,420,0.039208984375,0.7516564130783081,-0.6577818393707275,5.842213849120981e-05,0.00421658,-1.1402268316596746
2254,44,728.73,90112,729.07,39,-0.003944735042750835,0.0003,-0.0026104393095010892,0.2,430,0.028955078125,0.7267950773239136,-0.5860621929168701,4.287107066147655e-05,0.0031225765,-1.11529138982296
2254,45,746.21,92160,746.53,40,0.0070647564716637135,0.0003,0.0005707329473807476,0.2,440,0.033642578125,0.7156546115875244,-0.9707916975021362,2.57971879221941e-05,0.0031604157,-1.0928813546895981
2254,46,764.45,94208,764.75,41,-0.012072731740772724,0.0003,-0.0019522677786881105,0.2,450,0.025439453125,0.6895244121551514,-0.7335696220397949,1.9086193287876085e-05,0.002711019,-1.0638706553727388
2253,47,781.24,96256,781.52,42,-0.018475865945219994,0.0003,0.0008272049512015655,0.2,460,0.031103515625,0.6743025183677673,-1.3094923496246338,1.6493916655235806e-05,0.0034385023,-1.034559442475438
2253,48,799.46,98304,799.72,43,-0.007120345253497362,0.0003,-0.0019718282812391406,0.2,470,0.050927734375,0.6546722650527954,-1.5419046878814697,1.086495607012239e-05,0.0067486633,-1.0080334899947048
2253,49,816.47,100352,816.71,44,-0.0035684749018400908,0.0003,-0.003870602395909373,0.2,480,0.04912109375,0.6280009746551514,-2.1405282020568848,7.877556674884545e-06,0.0058032614,-0.9721594393253327
2253,50,834.95,102400,835.17,45,0.0038761901669204235,0.0003,0.001710089850530494,0.2,490,0.044140625,0.6174814105033875,-1.8391451835632324,1.3116965354242893e-05,0.0039461562,-0.944154960103333
2252,51,852.8,104448,853.0,46,-0.019635049626231194,0.0003,-0.0028059741205652246,0.2,500,0.046923828125,0.5980391502380371,-5.375064373016357,1.9310465782496065e-05,0.005405466,-0.9180895229801536
2252,52,869.19,106496,869.37,47,-0.007406459655612707,0.0003,0.0001836274503148161,0.2,510,0.042919921875,0.5758178234100342,-4.858570098876953,1.0073055196357928e-05,0.004475192,-0.8841992070898413
2251,53,885.87,108544,886.03,48,0.0075134774670004845,0.0003,-0.0012399307961459272,0.2,520,0.058837890625,0.5617375373840332,-9.81460952758789,8.399034035733166e-06,0.0057776254,-0.8533122982829809
2251,54,903.44,110592,903.58,49,0.011337715201079845,0.0003,-0.0014185684922267683,0.2,530,0.06650390625,0.5445560216903687,-2.853034734725952,5.484900640340129e-06,0.0052773496,-0.825872115045786
2251,55,921.6,112640,921.72,50,-0.0017065731808543205,0.0003,-0.0019675634350278413,0.2,540,0.04658203125,0.5196470022201538,-7.0951385498046875,3.362267133866226e-06,0.0059874663,-0.7840834680944682
2251,56,936.56,114688,936.66,50,0.005501491483300924,0.0003,-0.0005849869710800703,0.2,550,0.03583984375,0.5041115283966064,-6.600708484649658,2.0697448650253137e-05,0.0032739248,-0.7497004980221391
2251,57,960.25,116736,960.32,51,-0.019058773294091225,0.0003,-0.0029155353011447007,0.2,560,0.057080078125,0.4816475510597229,-10.100842475891113,2.4647022428325726e-06,0.0048525184,-0.708682757243514
2250,58,965.99,118784,966.04,52,-0.0019609518349170685,0.0003,0.0009283709019655362,0.2,570,0.04013671875,0.4655930697917938,-20.88373374938965,4.692384456461695e-06,0.008435059,-0.6684237793087959
2250,59,977.69,120832,977.72,53,-0.00460983719676733,0.0003,-0.0004165455451584421,0.2,580,0.064599609375,0.448756605386734,-21.58962059020996,2.0187969235507806e-05,0.0056069763,-0.6317438876256347
2249,60,984.82,122880,984.84,54,0.004028527997434139,0.0003,-0.001270125863084104,0.2,590,0.061279296875,0.4353581368923187,-17.41973114013672,1.8103179371564692e-06,0.006066463,-0.6027564944699406
2250,61,984.82,124928,984.84,55,-0.015247938223183155,0.0003,0.0031138674123212693,0.2,600,0.0431640625,0.4248819351196289,-17.805408477783203,6.40637509491171e-05,0.005700722,-0.5740047199651599
2250,62,984.82,126976,984.84,56,0.015313689596951008,0.0003,0.0008450394831015729,0.2,610,0.049755859375,0.413845956325531,-21.594165802001953,1.3176271210113554e-06,0.005875167,-0.5508682984858752
2251,63,984.82,129024,984.84,57,0.015092799440026283,0.0003,0.0026028250067611225,0.2,620,0.051220703125,0.4010588526725769,-18.073774337768555,1.063771097165045e-06,0.007822209,-0.5186065604910255
2250,64,984.82,131072,984.84,58,0.016456468030810356,0.0003,0.0012883973628049715,0.2,630,0.061669921875,0.38831913471221924,-17.26726722717285,1.6467195905534026e-06,0.0094050225,-0.4891226474195719
2250,65,984.82,133120,984.84,59,-0.016240175813436508,0.0003,0.0025009473341924605,0.2,640,0.043896484375,0.3821060061454773,-24.841846466064453,5.97941441213834e-05,0.005749814,-0.4642456205561757
2250,66,984.82,135168,984.84,60,0.021581077948212624,0.0003,0.0019310753283207304,0.2,650,0.048291015625,0.370596706867218,-21.504135131835938,2.2794863042463475e-06,0.004841808,-0.4418882539495826
2250,67,984.82,137216,984.84,60,-0.006369938142597675,0.0003,0.00302535883456585,0.2,660,0.0572265625,0.3658442795276642,-15.988985061645508,4.627444951665893e-06,0.005737217,-0.4180712876841426
2250,68,992.52,139264,992.53,61,0.007750300224870443,0.0003,0.000683322643453721,0.2,670,0.06845703125,0.3521462678909302,-26.45442008972168,3.932852990828906e-06,0.010614693,-0.39262442775070666
2250,69,1000.0,141312,1000.0,62,0.0035018869675695896,0.0003,-0.00341061846120283,0.2,680,0.05380859375,0.334179550409317,-25.499013900756836,0.0002880843868695138,0.006787424,-0.3470236759632826
2249,70,1000.0,143360,1000.0,63,-0.0047533148899674416,0.0003,0.0030138634887407535,0.2,690,0.08603515625,0.33030176162719727,-0.7404597997665405,3.3212174514574143e-06,0.004700531,-0.3155755952000618
2249,71,1000.0,145408,1000.0,64,0.0015605740481987596,0.0003,0.0032968135841656477,0.2,700,0.09150390625,0.32905685901641846,-1.814624547958374,4.979293123597017e-06,0.005771354,-0.3085594117641449
2248,72,1000.0,147456,1000.0,65,-4.760386946145445e-05,0.0003,0.003555941862578038,0.2,710,0.06484375,0.3275289833545685,-1.507554292678833,2.6006339766126985e-06,0.005249206,-0.30598740093410015
2248,73,1000.0,149504,1000.0,66,0.0006506919162347913,0.0003,0.002662087200587848,0.2,720,0.0806640625,0.3204615116119385,-1.6267964839935303,2.245129300604276e-06,0.010331179,-0.29227132610976697
2248,74,1000.0,151552,1000.0,67,-0.005872537847608328,0.0003,0.0007123726485588122,0.2,730,0.075390625,0.3151111900806427,-2.663513422012329,1.2086614873396684e-06,0.0048331507,-0.27387621738016604
2248,75,1000.0,153600,1000.0,68,0.003560948185622692,0.0003,0.002330377360340208,0.2,740,0.0708984375,0.31143444776535034,-3.066554069519043,1.6346642408393563e-05,0.0016640249,-0.25595315620303155
2248,76,1000.0,155648,1000.0,69,0.0016752945957705379,0.0003,0.00031803055317141115,0.2,750,0.049755859375,0.3054676353931427,-5.698534965515137,1.3041159886029163e-05,0.0039312467,-0.24418242312967778
2248,77,1000.0,157696,1000.0,70,0.00978812389075756,0.0003,0.0027203793462831525,0.2,760,0.097265625,0.3003719449043274,-8.618971824645996,8.769141032871631e-07,0.0066661644,-0.22391051128506662
2247,78,1000.0,159744,1000.0,71,0.03142446652054787,0.0003,0.0014142785963485948,0.2,770,0.07060546875,0.2941541373729706,-7.7023115158081055,4.134828762403231e-05,0.0071511036,-0.20687580294907093
2248,79,1000.0,161792,1000.0,71,-0.019779788330197334,0.0003,0.00011994552914984524,0.2,780,0.085986328125,0.2838771343231201,-24.528879165649414,7.221840348847763e-06,0.0075019337,-0.17690675482153892
2248,80,1000.0,163840,1000.0,72,-0.018897565081715584,0.0003,0.000844283121114131,0.2,790,0.056396484375,0.2810388505458832,-11.273355484008789,4.68944612919131e-06,0.005942274,-0.15413566827774047
2247,81,1000.0,165888,1000.0,73,0.002403539838269353,0.0003,0.00014151599316392094,0.2,800,0.075537109375,0.27288055419921875,-5.977436542510986,1.668110040782267e-05,0.010937164,-0.13380132876336576
2247,82,1000.0,167936,1000.0,74,0.0034088308457285166,0.0003,0.0012494806767790578,0.2,810,0.10224609375,0.2719222605228424,-1.482254981994629,4.225019982015965e-05,0.009415241,-0.11967018581926822
2248,83,1000.0,169984,1000.0,75,0.0093301460146904,0.0003,0.002212805154704256,0.2,820,0.07490234375,0.26600074768066406,-1.6714987754821777,1.8473818755637693e-06,0.009316732,-0.10413447245955468
2247,84,1000.0,172032,1000.0,76,0.007031179964542389,0.0003,-8.458490920020268e-05,0.2,830,0.093994140625,0.26479125022888184,-3.4625186920166016,3.178208885117329e-05,0.0075115147,-0.09215190559625626
2247,85,1000.0,174080,1000.0,77,0.015145787969231606,0.0003,0.002876326322439127,0.2,840,0.091064453125,0.25955235958099365,-2.3943374156951904,9.457263558942941e-07,0.004464554,-0.07896895632147789
2247,86,1000.0,176128,1000.0,78,0.06458856910467148,0.0003,0.00038434348680311815,0.2,850,0.083447265625,0.2556218206882477,-3.3270277976989746,0.0001189269876704202,0.0059242896,-0.06321420632302761
2248,87,1000.0,178176,1000.0,79,-0.0007559746154583991,0.0003,0.0023363035637885333,0.2,860,0.1052734375,0.2537505328655243,-6.234475612640381,5.321341831177051e-07,0.006783534,-0.050146347284317015
2247,88,1000.0,180224,1000.0,80,0.004393991082906723,0.0003,0.0014016493878443725,0.2,870,0.080126953125,0.24932603538036346,-7.033601760864258,3.134299106477556e-07,0.0049135634,-0.03646347746253013
2247,89,1000.0,182272,1000.0,81,-0.011622859165072441,0.0003,0.0020267373009119185,0.2,880,0.107666015625,0.24477651715278625,-19.291780471801758,4.055659218238361e-06,0.009355027,-0.019735685363411904
2246,90,1000.0,184320,1000.0,82,0.00016873094136826694,0.0003,0.0023384778236504645,0.2,890,0.0908203125,0.240605428814888,-14.580126762390137,4.9218379075455235e-06,0.0067487657,-0.0018019914627075196
2246,91,1000.0,186368,1000.0,82,-0.0014356907922774553,0.0003,0.00022957878827583044,0.2,900,0.080029296875,0.23522347211837769,-17.751585006713867,3.9178422355234944e-07,0.007160038,0.01822716072201729
2247,92,1000.0,188416,1000.0,83,-0.008252259343862534,0.0003,0.0019534651655703783,0.2,910,0.11689453125,0.22985206544399261,-26.303695678710938,0.00026525168491389197,0.010389801,0.04058542624115944
2247,93,1000.0,190464,1000.0,84,-0.008848925121128559,0.0003,0.0011651128734229133,0.2,920,0.068896484375,0.22606396675109863,-15.723150253295898,4.328425831090499e-07,0.005132672,0.0591942809522152
2246,94,1000.0,192512,1000.0,85,0.04390806704759598,0.0003,-0.0007167517265770585,0.2,930,0.0634765625,0.223044291138649,-16.67047882080078,2.161764939501154e-07,0.0043348055,0.0753165103495121
2246,95,1000.0,194560,1000.0,86,0.010305605828762054,0.0003,0.002680104701721575,0.2,940,0.101123046875,0.2205563336610794,-13.63477897644043,8.821870693509482e-07,0.012396033,0.08700053803622723
2246,96,1000.0,196608,1000.0,87,-0.0040559894405305386,0.0003,0.0005486813446623273,0.2,950,0.0802734375,0.21011103689670563,-19.552358627319336,2.4281039159745887e-05,0.006548716,0.11506126970052719
2246,97,1000.0,198656,1000.0,88,0.0010879288893193007,0.0003,0.0007076217196299694,0.2,960,0.086865234375,0.2101115882396698,-15.742992401123047,2.2205614413906005e-07,0.0050349673,0.1434029221534729
2246,98,1000.0,200704,1000.0,89,-0.008421028032898903,0.0003,0.00387885056406958,0.2,970,0.1388671875,0.20682834088802338,-26.300294876098633,3.2507265075309987e-07,0.009346025,0.1498715404421091
