rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate
-7.921494779999998,140246,64,0.16728937500000007,2165,988,469.03,32561,0.5609472990036011,0.00025
-8.858600789999999,144246,66,0.14353937500000014,2159,992,503.29,33561,3.3740010261535645,0.00025
-7.89340658,148246,68,0.11978937500000009,2154,996,538.45,34561,1.6455076932907104,0.00025
-8.30663333,152246,70,0.09603937500000037,2148,1000,565.07,35561,2.7859301567077637,0.00025
-7.11872377,156246,73,0.07228937500000032,2140,1004,592.18,36561,7.955908298492432,0.00025
-8.26172132,160246,75,0.05,2134,1008,619.69,37561,2.4478089809417725,0.00025
-8.61871161,164246,77,0.05,2129,1012,655.31,38561,2.9826464653015137,0.00025
-9.058780389999999,168246,79,0.05,2123,1016,682.22,39561,2.118985652923584,0.00025
-9.392388089999999,172246,81,0.05,2118,1020,715.91,40561,2.374286413192749,0.00025
-9.63374303,176246,83,0.05,2113,1024,751.28,41561,0.534118115901947,0.00025
-10.330588759999998,180246,85,0.05,2109,1028,787.13,42561,0.5101743936538696,0.00025
-13.17210599,184246,87,0.05,2105,1032,812.97,43561,0.7898955941200256,0.00025
-15.116348230000003,188246,89,0.05,2101,1036,838.73,44561,0.40689659118652344,0.00025
-16.40821347,192246,91,0.05,2098,1040,873.98,45561,2.5241446495056152,0.00025
-16.91082888,196246,93,0.05,2094,1044,909.11,46561,1.6826238632202148,0.00025
-17.839635,199651,95,0.05,2092,1048,925.92,47412,2.539637804031372,0.00025
-18.11966683,203651,97,0.05,2089,1052,943.92,48412,1.898417592048645,0.00025
-22.26901164,206728,99,0.05,2086,1056,934.69,49181,0.6839405298233032,0.00025
-21.24566169,209715,100,0.05,2084,1060,942.09,49928,6.878971099853516,0.00025
-20.9732261,212558,102,0.05,2082,1064,937.21,50639,2.358696222305298,0.00025
-22.470501239999997,216558,104,0.05,2079,1068,954.33,51639,0.8057944774627686,0.00025
-14.779689599999998,219120,105,0.05,2077,1072,939.95,52279,1.342271327972412,0.00025
-15.47164856,222305,107,0.05,2075,1076,940.59,53076,0.5095197558403015,0.00025
-11.901396350000002,225491,108,0.05,2073,1080,932.45,53872,0.7089700698852539,0.00025
-11.55318117,229491,110,0.05,2070,1084,932.45,54872,1.8242828845977783,0.00025
-10.31822921,232567,112,0.05,2068,1088,923.21,55641,2.521390199661255,0.00025
-7.819332310000001,236117,114,0.05,2067,1092,918.71,56529,1.5663846731185913,0.00025
-8.39946412,240117,116,0.05,2064,1096,918.71,57529,3.714987277984619,0.00025
-8.34753158,244117,118,0.05,2061,1100,918.71,58529,0.8816823363304138,0.00025
-10.050489770000002,247268,120,0.05,2059,1104,910.22,59316,0.4201638698577881,0.00025
-10.19652011,251268,122,0.05,2057,1108,910.22,60316,0.41465163230895996,0.00025
-10.18248474,255268,124,0.05,2055,1112,910.22,61316,0.863844096660614,0.00025
-10.147739369999998,259268,126,0.05,2054,1116,910.22,62316,0.47387179732322693,0.00025
-11.13281898,263268,128,0.05,2052,1120,910.22,63316,0.3245110511779785,0.00025
-10.170189089999997,267268,130,0.05,2050,1124,910.22,64316,1.1935834884643555,0.00025
-10.816770470000002,271268,132,0.05,2049,1128,910.22,65316,0.3393433094024658,0.00025
-9.715041560000001,275268,134,0.05,2047,1132,910.22,66316,0.23806241154670715,0.00025
-9.398422949999999,279268,136,0.05,2045,1136,910.22,67316,0.2140710949897766,0.00025
-9.093905059999999,283268,138,0.05,2044,1140,910.22,68316,0.26970866322517395,0.00025
-8.706635330000001,287268,140,0.05,2042,1144,910.22,69316,1.7822184562683105,0.00025
-7.51625542,291268,142,0.05,2041,1148,916.17,70316,0.9310919046401978,0.00025
-7.446083109999998,295268,144,0.05,2039,1152,916.17,71316,0.1468125432729721,0.00025
-2.56418945,299268,146,0.05,2038,1156,925.4,72316,0.2019209861755371,0.00025
-3.513430570000001,303268,148,0.05,2037,1160,935.53,73316,0.13254639506340027,0.00025
-3.23459297,307268,150,0.05,2035,1164,947.1,74316,0.10083094239234924,0.00025
-1.6554029900000007,311268,153,0.05,2033,1168,947.1,75316,0.16547822952270508,0.00025
-5.090843239999999,314437,154,0.05,2032,1172,953.17,76109,0.12214168161153793,0.00025
-3.594256229999999,317543,156,0.05,2031,1176,952.38,76885,0.13157649338245392,0.00025
-6.308258049999998,321543,158,0.05,2029,1180,960.52,77885,0.0888623297214508,0.00025
-6.327555229999998,325543,160,0.05,2028,1184,960.52,78885,0.10391471534967422,0.00025
-4.542926349999999,329125,162,0.05,2027,1188,965.58,79781,0.10497357696294785,0.00025
-4.709682,332849,164,0.05,2025,1192,967.32,80712,0.4574480652809143,0.00025
3.521008009999999,335177,165,0.05,2024,1196,950.6,81294,0.8582944273948669,0.00025
