time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/explained_variance
1,7.65,3898,0,7.65,2048,,,,,,,,,,,
2,10.19,2648,1,10.19,4096,2.562638759613037,0.019371752,0.172509765625,-1.3970668748021127,10,13.02467526718974,0.2,-0.021612901949265507,0.9545564651489258,0.0003,0.0001304149627685547
3,15.79,2410,2,15.79,6144,4.754187107086182,0.02495503,0.1953125,-1.3397498808801174,20,13.09841300547123,0.2,-0.03179458608210552,0.8985257744789124,0.0003,0.14954841136932373
4,23.26,2285,3,23.26,8192,13.343159675598145,0.022807123,0.20166015625,-1.2920749984681605,30,25.036651885509492,0.2,-0.02991068071423797,0.8648617267608643,0.0003,0.139043390750885
5,31.25,2236,4,31.25,10240,23.917156219482422,0.009999363,0.1177734375,-1.2593152556568383,40,43.02529618144035,0.2,-0.02148499414179241,0.840985894203186,0.0003,0.10869467258453369
