rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,train/n_updates,train/learning_rate,train/loss
8.440417099999996,1200,160,2103,942.08,338325,0.05,82081,0.00025,0.10220210999250412
17.246932779999998,1204,161,2103,931.89,340457,0.05,82614,0.00025,0.14906176924705505
28.11021676,1208,163,2101,915.79,342847,0.05,83211,0.00025,0.08202052861452103
38.61885404999999,1212,163,2101,889.13,344181,0.05,83545,0.00025,0.1179717406630516
46.72231892,1216,164,2100,873.42,346610,0.05,84152,0.00025,0.14303739368915558
55.01049210000001,1220,166,2099,862.09,349477,0.05,84869,0.00025,0.7261489033699036
64.33592553000001,1224,167,2099,838.86,351154,0.05,85288,0.00025,0.09182539582252502
77.10057985,1228,167,2098,811.25,352393,0.05,85598,0.00025,0.10793650150299072
86.63652144,1232,168,2098,792.14,354482,0.05,86120,0.00025,0.07589849829673767
96.28469823999998,1236,169,2097,767.56,356024,0.05,86505,0.00025,0.11632542312145233
106.54482928000002,1240,170,2096,743.61,357629,0.05,86907,0.00025,1.0575977563858032
117.21572708,1244,171,2096,715.0,358768,0.05,87191,0.00025,0.9587540030479431
127.44287753,1248,171,2096,689.81,360249,0.05,87562,0.00025,0.3078826069831848
136.13845501,1252,173,2094,673.71,362639,0.05,88159,0.00025,0.1059807538986206
146.38506675,1256,174,2094,654.25,364693,0.05,88673,0.00025,0.10744762420654297
157.70131831999998,1260,174,2093,630.58,366326,0.05,89081,0.00025,0.7640038132667542
167.94705266,1264,175,2093,603.41,367609,0.05,89402,0.00025,0.10870513319969177
178.86702860000008,1268,176,2092,577.12,368980,0.05,89744,0.00025,0.06784918904304504
186.98270486000004,1272,176,2092,556.83,370120,0.05,90029,0.00025,0.1060052216053009
194.56645088000002,1276,177,2091,536.7,371213,0.05,90303,0.00025,0.15131910145282745
205.67611256000004,1280,178,2091,512.11,372754,0.05,90688,0.00025,0.7390280365943909
216.94373737,1284,179,2090,487.32,374275,0.05,91068,0.00025,1.056983232498169
225.89424748999997,1288,179,2090,466.52,375777,0.05,91444,0.00025,0.29624637961387634
234.99879392999995,1292,180,2089,444.15,377264,0.05,91815,0.00025,0.10769256949424744
237.4522611,1296,181,2089,436.2,378797,0.05,92199,0.00025,0.18024714291095734
244.54287822000003,1300,181,2088,416.36,379961,0.05,92490,0.00025,0.13583220541477203
247.25558292000002,1304,182,2088,408.64,381321,0.05,92830,0.00025,0.09280114620923996
247.97784111999997,1308,183,2088,400.23,382870,0.05,93217,0.00025,0.16733361780643463
248.23586845000003,1312,184,2087,403.68,384549,0.05,93637,0.00025,0.5557100176811218
251.4076155,1316,185,2087,397.81,386391,0.05,94097,0.00025,0.8687732219696045
255.14308453,1320,185,2086,382.39,387716,0.05,94428,0.00025,0.0826650857925415
255.28970614999997,1324,186,2086,381.31,389285,0.05,94821,0.00025,0.10931571573019028
252.98763672999996,1328,187,2085,388.16,391209,0.05,95302,0.00025,0.08533144742250443
253.42543100999998,1332,188,2085,383.68,392850,0.05,95712,0.00025,1.3596551418304443
254.70103645,1336,189,2085,383.69,394393,0.05,96098,0.00025,1.3822791576385498
253.25423566,1340,190,2084,391.06,396735,0.05,96683,0.00025,0.26697129011154175
254.10812965000002,1344,190,2084,391.74,397942,0.05,96985,0.00025,0.6608195900917053
254.12409054,1348,191,2083,389.19,399168,0.05,97291,0.00025,0.1433647871017456
