time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/std,train/n_updates,train/entropy_loss,train/clip_fraction,train/value_loss,train/loss,train/clip_range,train/approx_kl,eval/mean_ep_length,eval/mean_reward
2649,37,-1074.7934470300002,200.0,98304,48,0.0003,-0.005591626919340342,2.7418136596679688e-06,0.8862452507019043,470,-1.2957332395017147,0.068505859375,1296.4615514755249,732.8910522460938,0.2,0.0062481724,,
,,,,100000,,0.0003,-0.002917140866338741,2.1457672119140625e-06,0.9073899388313293,480,-1.30998093187809,0.042236328125,1575.9038848876953,816.3875732421875,0.2,0.005107905,200.0,-855.7638065297157
2633,38,-1066.41157268,200.0,100352,49,,,,,,,,,,,,,
2631,38,-1058.41942621,200.0,102400,50,0.0003,-0.0043498329818248745,1.7285346984863281e-06,0.8789036870002747,490,-1.3047059707343578,0.0421875,1409.2666063308716,630.8320922851562,0.2,0.0042333216,,
2632,39,-1046.7382115699997,200.0,104448,51,0.0003,-0.002431591921776999,1.6093254089355469e-06,0.8600573539733887,500,-1.2772428095340729,0.0244140625,1304.5859481811524,690.8154907226562,0.2,0.0029240781,,
2632,40,-1045.78229287,200.0,106496,52,0.0003,-0.0014279737937613391,1.6689300537109375e-06,0.8534550666809082,510,-1.2633950915187597,0.02890625,1070.7567525863647,440.5594177246094,0.2,0.0027931887,,
2633,41,-1032.38077482,200.0,108544,53,0.0003,-0.004082925099646672,1.430511474609375e-06,0.846196174621582,520,-1.25780414827168,0.046484375,1078.2931507110595,515.9345703125,0.2,0.004364809,,
2633,42,-1027.21768711,200.0,110592,54,0.0003,-0.0005618110721115954,1.4901161193847656e-06,0.8567943572998047,530,-1.2585628364235162,0.018310546875,1051.7790227890014,575.925537109375,0.2,0.0039712014,,
2634,42,-1016.6157342800001,200.0,112640,55,0.0003,-0.0010997176650562324,1.430511474609375e-06,0.8597198128700256,540,-1.2667537253350019,0.01591796875,984.1425231933594,489.8670654296875,0.2,0.0024305326,,
2633,43,-1010.7539628,200.0,114688,56,0.0003,-0.0017050841910531745,2.1457672119140625e-06,0.8639740347862244,550,-1.2693752024322749,0.03681640625,895.2230325698853,324.9485778808594,0.2,0.004271319,,
2635,44,-1008.2095694200001,200.0,116736,57,0.0003,-0.0013279539212817325,2.205371856689453e-06,0.8550592660903931,560,-1.2664780009537935,0.046044921875,1022.4588459014892,495.1808776855469,0.2,0.005042857,,
2634,45,-991.9414566899999,200.0,118784,58,0.0003,-0.002886403641605284,2.5033950805664062e-06,0.8523120284080505,570,-1.26026711165905,0.039599609375,808.645783996582,410.4327697753906,0.2,0.0038291207,,
2635,45,-982.6524241200001,200.0,120832,59,0.0003,0.00020619304850697518,2.205371856689453e-06,0.8523815274238586,580,-1.257803139463067,0.0708984375,621.281283569336,311.398681640625,0.2,0.005467045,,
2634,46,-975.8120749699999,200.0,122880,60,0.0003,-0.0005619271396426484,1.9550323486328125e-05,0.847690761089325,590,-1.2557805370539428,0.01982421875,702.8386244773865,291.1687316894531,0.2,0.0021620807,,
2635,47,-971.4146734300001,200.0,124928,61,0.0003,-0.003913192782056285,0.19056177139282227,0.8454158306121826,600,-1.2523956559598446,0.048779296875,621.829818534851,345.4902038574219,0.2,0.0073865573,,
,,,,125000,,0.0003,-0.002820491105376277,0.23638904094696045,0.8414431214332581,610,-1.2485822182148696,0.053564453125,503.135569190979,222.50064086914062,0.2,0.0055347933,200.0,-953.9164527341724
2628,48,-969.68619258,200.0,126976,62,,,,,,,,,,,,,
2628,49,-970.1948992999999,200.0,129024,63,0.0003,-0.001764306657423731,0.30149418115615845,0.8343691825866699,620,-1.241474002227187,0.02626953125,566.4780037879943,308.9107971191406,0.2,0.0046565086,,
2629,49,-956.28247342,200.0,131072,64,0.0003,-0.0025299719054601155,0.23069608211517334,0.8208860158920288,630,-1.2295535828918218,0.035205078125,800.2419423103332,462.825927734375,0.2,0.0059059625,,
2629,50,-953.35286384,200.0,133120,65,0.0003,-0.0020985258583095857,0.2914196252822876,0.8143778443336487,640,-1.218151530623436,0.03662109375,501.83183069229125,238.01715087890625,0.2,0.002614109,,
2630,51,-953.8054182899999,200.0,135168,66,0.0003,-0.003916328071500175,0.3219650983810425,0.8283324837684631,650,-1.22216465100646,0.077490234375,512.0300971031189,227.84474182128906,0.2,0.007273238,,
2631,52,-942.36844266,200.0,137216,67,0.0003,-0.00044111878232797606,0.3825511336326599,0.8310562372207642,660,-1.2328181818127633,0.023828125,526.2954395294189,136.75161743164062,0.2,0.0024701622,,
2632,52,-948.3422232899997,200.0,139264,68,0.0003,-0.001815211273788009,0.5441628694534302,0.8132121562957764,670,-1.2227134361863137,0.02822265625,300.0203854560852,93.56818389892578,0.2,0.0033281567,,
2631,53,-954.8190489499998,200.0,141312,69,0.0003,-0.0029443755964166487,0.6095497608184814,0.8149810433387756,680,-1.2136098712682724,0.04375,498.05587406158446,254.77996826171875,0.2,0.0031762868,,
2633,54,-955.8392876300001,200.0,143360,70,0.0003,-0.003755217944853939,0.6494394540786743,0.8093490600585938,690,-1.2116167645901441,0.04951171875,557.5994799613952,230.2425537109375,0.2,0.0043076086,,
2633,55,-958.8041490300001,200.0,145408,71,0.0003,-0.00461847688711714,0.7226009964942932,0.8013550639152527,700,-1.2020509961992503,0.05869140625,466.4038691520691,145.88864135742188,0.2,0.0055636745,,
2634,55,-961.1662574399999,200.0,147456,72,0.0003,-0.006391487101791426,0.7732424736022949,0.7944113612174988,710,-1.1929019998759032,0.071435546875,260.99897637367246,134.04641723632812,0.2,0.0062794397,,
2635,56,-975.0782855000001,200.0,149504,73,0.0003,-0.002482204855186865,0.6527823209762573,0.7819252014160156,720,-1.181122886016965,0.03662109375,405.04189386367796,148.18760681152344,0.2,0.003067539,,
,,,,150000,,0.0003,-0.006941861023369711,0.6372383832931519,0.7728270292282104,730,-1.1678318537771701,0.08203125,451.9695789337158,260.07073974609375,0.2,0.00680447,200.0,-992.0940369725228
2629,57,-976.32638719,200.0,151552,74,,,,,,,,,,,,,
2629,58,-978.48406938,200.0,153600,75,0.0003,-0.005564051153487526,0.5838190317153931,0.7798423171043396,740,-1.1665370922535658,0.07919921875,403.96611471176146,101.8597640991211,0.2,0.006795993,,
2630,59,-974.1660900699999,200.0,155648,76,0.0003,-0.003820656199241057,0.6648096442222595,0.7816731929779053,750,-1.1729226887226105,0.06904296875,320.93707609176636,104.4900894165039,0.2,0.006892094,,
2630,59,-988.9841281700001,200.0,157696,77,0.0003,-0.0035093846963718534,0.6211850643157959,0.7747043967247009,760,-1.167950401827693,0.05078125,307.83764424324033,135.05677795410156,0.2,0.0022254507,,
2631,60,-988.4921464199999,200.0,159744,78,0.0003,-0.0034009076189249754,0.7106646299362183,0.7692533135414124,770,-1.1600822430104016,0.0548828125,342.9032605648041,156.90809631347656,0.2,0.0057041803,,
2632,61,-985.08248937,200.0,161792,79,0.0003,-0.002008360478794202,0.7093081474304199,0.7750129103660583,780,-1.158938417956233,0.02880859375,412.45485906600953,150.57386779785156,0.2,0.0033403267,,
2632,62,-990.0787145899999,200.0,163840,80,0.0003,-0.004271570345736109,0.7335911989212036,0.7754849195480347,790,-1.164816439151764,0.061181640625,400.01694746017455,233.93043518066406,0.2,0.005777702,,
2632,63,-988.6933947000001,200.0,165888,81,0.0003,-0.0031440609018318355,0.7894952893257141,0.778231143951416,800,-1.165480763465166,0.0427734375,250.37995071411132,77.33492279052734,0.2,0.0032248362,,
2633,63,-971.29638699,200.0,167936,82,0.0003,-0.0008316701161675156,0.7397109270095825,0.7802969217300415,810,-1.1693651486188172,0.020703125,310.57306864261625,145.39968872070312,0.2,0.0035451446,,
2633,64,-954.6383520200001,200.0,169984,83,0.0003,-0.0059260072652250525,0.8259474039077759,0.7658712863922119,820,-1.1604925338178873,0.076220703125,160.93572962284088,79.54031372070312,0.2,0.0064044185,,
2634,65,-948.6236541000002,200.0,172032,84,0.0003,-0.0034440327232005074,0.8009727001190186,0.7627012133598328,830,-1.1498684495687486,0.06064453125,160.1011669754982,104.76586151123047,0.2,0.005334289,,
2634,66,-945.8399304099999,200.0,174080,85,0.0003,-0.006002193581662141,0.8235401511192322,0.7662018537521362,840,-1.1504857957363128,0.0478515625,217.43182909488678,83.0670166015625,0.2,0.005346211,,
,,,,175000,,0.0003,-0.006973064802878071,0.8516420125961304,0.7624036073684692,850,-1.1505056332796813,0.0669921875,159.47310285568238,77.12984466552734,0.2,0.00531086,200.0,-823.1500831494108
2629,66,-926.74349457,200.0,176128,86,,,,,,,,,,,,,
2629,67,-909.3370879199999,200.0,178176,87,0.0003,-0.008064837444544537,0.829698383808136,0.7545853853225708,860,-1.142190045490861,0.083935546875,242.20528540611267,120.11711883544922,0.2,0.006717445,,
