time/fps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,train/loss,train/n_updates,train/learning_rate
1995,17.246932779999998,1204,170,340457,0.05,931.89,0.14906176924705505,82614,0.00025
1993,28.11021676,1208,171,342847,0.05,915.79,0.08202052861452103,83211,0.00025
1992,38.61885404999999,1212,172,344181,0.05,889.13,0.1179717406630516,83545,0.00025
1992,46.72231892,1216,173,346610,0.05,873.42,0.14303739368915558,84152,0.00025
1991,55.01049210000001,1220,175,349477,0.05,862.09,0.7261489033699036,84869,0.00025
1990,64.33592553000001,1224,176,351154,0.05,838.86,0.09182539582252502,85288,0.00025
1990,77.10057985,1228,177,352393,0.05,811.25,0.10793650150299072,85598,0.00025
1989,86.63652144,1232,178,354482,0.05,792.14,0.07589849829673767,86120,0.00025
1989,96.28469823999998,1236,178,356024,0.05,767.56,0.11632542312145233,86505,0.00025
1988,106.54482928000002,1240,179,357629,0.05,743.61,1.0575977563858032,86907,0.00025
1988,117.21572708,1244,180,358768,0.05,715.0,0.9587540030479431,87191,0.00025
1987,127.44287753,1248,181,360249,0.05,689.81,0.3078826069831848,87562,0.00025
1986,136.13845501,1252,182,362639,0.05,673.71,0.1059807538986206,88159,0.00025
1985,146.38506675,1256,183,364693,0.05,654.25,0.10744762420654297,88673,0.00025
1985,157.70131831999998,1260,184,366326,0.05,630.58,0.7640038132667542,89081,0.00025
1984,167.94705266,1264,185,367609,0.05,603.41,0.10870513319969177,89402,0.00025
1983,178.86702860000008,1268,185,368980,0.05,577.12,0.06784918904304504,89744,0.00025
1983,186.98270486000004,1272,186,370120,0.05,556.83,0.1060052216053009,90029,0.00025
1983,194.56645088000002,1276,187,371213,0.05,536.7,0.15131910145282745,90303,0.00025
1982,205.67611256000004,1280,188,372754,0.05,512.11,0.7390280365943909,90688,0.00025
1981,216.94373737,1284,188,374275,0.05,487.32,1.056983232498169,91068,0.00025
1981,225.89424748999997,1288,189,375777,0.05,466.52,0.29624637961387634,91444,0.00025
1980,234.99879392999995,1292,190,377264,0.05,444.15,0.10769256949424744,91815,0.00025
1980,237.4522611,1296,191,378797,0.05,436.2,0.18024714291095734,92199,0.00025
1979,244.54287822000003,1300,191,379961,0.05,416.36,0.13583220541477203,92490,0.00025
1979,247.25558292000002,1304,192,381321,0.05,408.64,0.09280114620923996,92830,0.00025
1979,247.97784111999997,1308,193,382870,0.05,400.23,0.16733361780643463,93217,0.00025
1978,248.23586845000003,1312,194,384549,0.05,403.68,0.5557100176811218,93637,0.00025
1978,251.4076155,1316,195,386391,0.05,397.81,0.8687732219696045,94097,0.00025
1977,255.14308453,1320,196,387716,0.05,382.39,0.0826650857925415,94428,0.00025
1977,255.28970614999997,1324,196,389285,0.05,381.31,0.10931571573019028,94821,0.00025
1976,252.98763672999996,1328,197,391209,0.05,388.16,0.08533144742250443,95302,0.00025
1976,253.42543100999998,1332,198,392850,0.05,383.68,1.3596551418304443,95712,0.00025
1975,254.70103645,1336,199,394393,0.05,383.69,1.3822791576385498,96098,0.00025
1975,253.25423566,1340,200,396735,0.05,391.06,0.26697129011154175,96683,0.00025
1974,254.10812965000002,1344,201,397942,0.05,391.74,0.6608195900917053,96985,0.00025
1974,254.12409054,1348,202,399168,0.05,389.19,0.1433647871017456,97291,0.00025
