rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,train/n_updates,train/clip_range,train/loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/policy_gradient_loss,train/value_loss,train/clip_fraction
7.65,0,2048,5057,7.65,1,,,,,,,,,,,
10.19,1,4096,3360,10.19,2,10,0.2,2.562638759613037,0.019371752,-1.3970668748021127,0.0003,0.0001304149627685547,0.9545564651489258,-0.021612901949265507,13.02467526718974,0.172509765625
15.79,1,6144,3072,15.79,3,20,0.2,4.754187107086182,0.02495503,-1.3397498808801174,0.0003,0.14954841136932373,0.8985257744789124,-0.03179458608210552,13.09841300547123,0.1953125
23.26,2,8192,2948,23.26,4,30,0.2,13.343159675598145,0.022807123,-1.2920749984681605,0.0003,0.139043390750885,0.8648617267608643,-0.02991068071423797,25.036651885509492,0.20166015625
31.25,3,10240,2883,31.25,5,40,0.2,23.917156219482422,0.009999363,-1.2593152556568383,0.0003,0.10869467258453369,0.840985894203186,-0.02148499414179241,43.02529618144035,0.1177734375
