Algorithm,RewardMean,RewardStd,DistMean,DistMeanStd,FinalDistMean,FinalDistStd
Vanilla PPO,-4.136974609165918,1.5388398555139255,2.101317750381587,0.9476261811488689,0.19618776997495618,0.09863240730676577
DR-PPO,-4.449814474862069,0.9309803566950188,2.2834333434054876,0.8741469734552866,0.22493171429701228,0.06448589962611351
Meta-LSTM PPO,-5.348726432956755,1.4369144414394046,3.2921879975482566,1.4936914256981484,0.258971076990208,0.07935225807495196
