rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,train/learning_rate,train/n_updates,train/loss
8.440417099999996,942.08,1200,1949,338325,173,0.05,0.00025,82081,0.10220210999250412
17.246932779999998,931.89,1204,1949,340457,174,0.05,0.00025,82614,0.14906176924705505
28.11021676,915.79,1208,1949,342847,175,0.05,0.00025,83211,0.08202052861452103
38.61885404999999,889.13,1212,1948,344181,176,0.05,0.00025,83545,0.1179717406630516
46.72231892,873.42,1216,1948,346610,177,0.05,0.00025,84152,0.14303739368915558
55.01049210000001,862.09,1220,1947,349477,179,0.05,0.00025,84869,0.7261489033699036
64.33592553000001,838.86,1224,1947,351154,180,0.05,0.00025,85288,0.09182539582252502
77.10057985,811.25,1228,1947,352393,180,0.05,0.00025,85598,0.10793650150299072
86.63652144,792.14,1232,1947,354482,182,0.05,0.00025,86120,0.07589849829673767
96.28469823999998,767.56,1236,1947,356024,182,0.05,0.00025,86505,0.11632542312145233
106.54482928000002,743.61,1240,1946,357629,183,0.05,0.00025,86907,1.0575977563858032
117.21572708,715.0,1244,1946,358768,184,0.05,0.00025,87191,0.9587540030479431
127.44287753,689.81,1248,1946,360249,185,0.05,0.00025,87562,0.3078826069831848
136.13845501,673.71,1252,1945,362639,186,0.05,0.00025,88159,0.1059807538986206
146.38506675,654.25,1256,1945,364693,187,0.05,0.00025,88673,0.10744762420654297
157.70131831999998,630.58,1260,1944,366326,188,0.05,0.00025,89081,0.7640038132667542
167.94705266,603.41,1264,1944,367609,189,0.05,0.00025,89402,0.10870513319969177
178.86702860000008,577.12,1268,1944,368980,189,0.05,0.00025,89744,0.06784918904304504
186.98270486000004,556.83,1272,1944,370120,190,0.05,0.00025,90029,0.1060052216053009
194.56645088000002,536.7,1276,1943,371213,190,0.05,0.00025,90303,0.15131910145282745
205.67611256000004,512.11,1280,1943,372754,191,0.05,0.00025,90688,0.7390280365943909
216.94373737,487.32,1284,1942,374275,192,0.05,0.00025,91068,1.056983232498169
225.89424748999997,466.52,1288,1942,375777,193,0.05,0.00025,91444,0.29624637961387634
234.99879392999995,444.15,1292,1942,377264,194,0.05,0.00025,91815,0.10769256949424744
237.4522611,436.2,1296,1942,378797,195,0.05,0.00025,92199,0.18024714291095734
244.54287822000003,416.36,1300,1941,379961,195,0.05,0.00025,92490,0.13583220541477203
247.25558292000002,408.64,1304,1941,381321,196,0.05,0.00025,92830,0.09280114620923996
247.97784111999997,400.23,1308,1941,382870,197,0.05,0.00025,93217,0.16733361780643463
248.23586845000003,403.68,1312,1941,384549,198,0.05,0.00025,93637,0.5557100176811218
251.4076155,397.81,1316,1940,386391,199,0.05,0.00025,94097,0.8687732219696045
255.14308453,382.39,1320,1940,387716,199,0.05,0.00025,94428,0.0826650857925415
255.28970614999997,381.31,1324,1940,389285,200,0.05,0.00025,94821,0.10931571573019028
252.98763672999996,388.16,1328,1940,391209,201,0.05,0.00025,95302,0.08533144742250443
253.42543100999998,383.68,1332,1940,392850,202,0.05,0.00025,95712,1.3596551418304443
254.70103645,383.69,1336,1940,394393,203,0.05,0.00025,96098,1.3822791576385498
253.25423566,391.06,1340,1939,396735,204,0.05,0.00025,96683,0.26697129011154175
254.10812965000002,391.74,1344,1939,397942,205,0.05,0.00025,96985,0.6608195900917053
254.12409054,389.19,1348,1938,399168,205,0.05,0.00025,97291,0.1433647871017456
