time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/std,train/learning_rate,train/explained_variance
32,463.94,1983,33,463.94,65536,-0.027263488620519638,0.0063097216,0.058349609375,-1.2037534926086664,310,0.004258067678824773,0.2,-0.0033453380514401943,0.8104984760284424,0.0003,-0.07394003868103027
33,481.46,1982,34,481.46,67584,-0.0014053289778530598,0.0038826107,0.034033203125,-1.2036828618496656,320,0.0028517423723315007,0.2,-0.0007791867406922393,0.8003816604614258,0.0003,-0.06621646881103516
34,499.65,1983,35,499.65,69632,0.016066990792751312,0.0037026154,0.031982421875,-1.1956967566162349,330,0.001847578465924471,0.2,-1.628298341529444e-05,0.7991418838500977,0.0003,-0.09427249431610107
35,517.49,1986,36,517.49,71680,-0.001417890191078186,0.008789478,0.0697265625,-1.1878853633999824,340,0.001253454773058138,0.2,0.00038231370999710637,0.7894799113273621,0.0003,-0.06733894348144531
36,534.4,1982,37,534.4,73728,-0.00599347660318017,0.0051618023,0.048583984375,-1.1808612421154976,350,0.0008179690497740922,0.2,-0.0012573590771353337,0.7857339382171631,0.0003,-0.07907998561859131
37,553.08,1982,38,553.08,75776,-0.012824365869164467,0.006173114,0.06396484375,-1.1822716519236565,360,0.0006195661043335576,0.2,-0.001568073393718805,0.7932736277580261,0.0003,-0.14058220386505127
38,580.61,1974,39,580.61,77824,-0.009721644222736359,0.0034962585,0.05263671875,-1.1857749082148075,370,0.0005378323798311158,0.2,-0.002119447743461933,0.7903165817260742,0.0003,-0.1436392068862915
39,597.69,1968,40,597.69,79872,0.006396476645022631,0.00487475,0.03544921875,-1.1798044566065073,380,0.0003718101509775806,0.2,0.000444824191799853,0.7864009141921997,0.0003,-0.1289825439453125
40,615.8,1974,41,615.8,81920,-0.006001685746014118,0.0035377638,0.041748046875,-1.1725546829402447,390,0.0002065734488240878,0.2,1.328089347225614e-05,0.7765606641769409,0.0003,-0.12095129489898682
41,633.88,1979,42,633.88,83968,0.0076929484494030476,0.0060875043,0.0337890625,-1.1493422195315361,400,0.0001687057366410727,0.2,-0.0005476793645357248,0.7532612681388855,0.0003,-0.11246633529663086
42,651.97,1984,43,651.97,86016,-0.00042725930688902736,0.0076986565,0.0755859375,-1.1348477005958557,410,9.678845111125157e-05,0.2,-0.001975308339751791,0.7521416544914246,0.0003,-0.30184900760650635
43,669.41,1985,44,669.41,88064,-0.011167293414473534,0.0033760862,0.051025390625,-1.126833674684167,420,7.452889315118227e-05,0.2,-0.0007008915839833207,0.7432739734649658,0.0003,-0.48414814472198486
44,687.03,1991,45,687.03,90112,0.004229971673339605,0.0032984456,0.054736328125,-1.1076931122690439,430,6.0305804345262005e-05,0.2,-0.0034584090768476016,0.7225464582443237,0.0003,-0.3079417943954468
45,704.06,1997,46,704.06,92160,-0.005091947969049215,0.0025903648,0.030810546875,-1.0900414030998946,440,4.420950864130191e-05,0.2,0.0004606326532666571,0.7169309854507446,0.0003,-0.7108914852142334
46,721.78,2001,47,721.78,94208,-0.00745644373819232,0.0049173646,0.0326171875,-1.0608937203884126,450,2.8366063580165247e-05,0.2,-0.004399701642250875,0.6846367716789246,0.0003,-0.6222108602523804
47,739.99,2005,47,739.99,96256,-0.019048290327191353,0.0023278696,0.027685546875,-1.0317281752824783,460,2.2628744605412977e-05,0.2,0.000922859559796052,0.6734794974327087,0.0003,-0.9675731658935547
48,757.71,2010,48,757.71,98304,0.005523828789591789,0.007942952,0.092333984375,-1.0127146888524294,470,2.4290911034086095e-05,0.2,-0.003365233125077793,0.6591818332672119,0.0003,-0.8471881151199341
49,774.99,2014,49,774.99,100352,-0.005094156600534916,0.0048173927,0.037255859375,-0.9877058677375317,480,1.858800912089009e-05,0.2,-0.0027296920045046134,0.6416956186294556,0.0003,-1.4757061004638672
50,791.56,2019,50,791.56,102400,-0.004872750025242567,0.0033302098,0.0357421875,-0.9656898643821478,490,1.592049322027833e-05,0.2,0.0014055298815947026,0.6300570368766785,0.0003,-1.5865824222564697
51,808.62,2023,51,808.62,104448,-0.010243983939290047,0.00762719,0.0521484375,-0.9402549512684345,500,1.360962173180269e-05,0.2,-0.0015610883318004198,0.6116983294487,0.0003,-1.7650601863861084
52,823.34,2028,52,823.34,106496,0.043362002819776535,0.0035354448,0.0373046875,-0.9072357172146439,510,7.695624358916574e-06,0.2,0.0006563880262547173,0.5908511281013489,0.0003,-2.527039051055908
53,839.38,2032,53,839.38,108544,0.007848536595702171,0.0064977305,0.049072265625,-0.8781033838167787,520,9.838619493507395e-06,0.2,0.0017824150127125904,0.5756785273551941,0.0003,-3.589557647705078
54,856.18,2036,54,856.18,110592,-0.012875791639089584,0.0030433773,0.03583984375,-0.8466613337397575,530,3.552973103637669e-06,0.2,-0.000581427855649963,0.5542463064193726,0.0003,-2.5433907508850098
55,874.44,2040,55,874.44,112640,-0.008621233515441418,0.00406812,0.0427734375,-0.8078670663759112,540,3.830924123349178e-06,0.2,-7.65660937759094e-05,0.5356441736221313,0.0003,-4.88867712020874
56,888.71,2041,56,888.71,114688,-0.005138487555086613,0.0048897685,0.04755859375,-0.7800935622304678,550,1.2037654155960808e-05,0.2,0.0010483652018592692,0.5201345682144165,0.0003,-4.047351360321045
57,905.49,2044,57,905.49,116736,-0.00589191447943449,0.00612359,0.0380859375,-0.7400272203609347,560,7.424155165836055e-06,0.2,-0.0018063514013192616,0.4970896244049072,0.0003,-5.43229341506958
58,918.85,2048,57,918.85,118784,-0.001458878512494266,0.0061447592,0.03916015625,-0.693681769259274,570,1.2451815535996503e-06,0.2,-0.0008725352556211874,0.4746192991733551,0.0003,-7.604085922241211
59,944.13,2051,58,944.13,120832,0.0034460434690117836,0.0045190183,0.046435546875,-0.6531071480363607,580,1.9455886345554063e-05,0.2,-5.553377122851089e-05,0.45632824301719666,0.0003,-10.894574165344238
60,957.27,2055,59,957.27,122880,0.014673558063805103,0.00468034,0.031494140625,-0.6118584601208568,590,5.608475385088241e-06,0.2,-0.0014123732602456585,0.43764740228652954,0.0003,-17.181529998779297
61,970.32,2058,60,970.32,124928,-0.02290152758359909,0.008089462,0.041259765625,-0.5782799208536744,600,2.5864316910428897e-06,0.2,0.002342190440685954,0.42708075046539307,0.0003,-11.069563865661621
62,984.11,2059,61,984.11,126976,-0.008258872665464878,0.0030359994,0.042333984375,-0.5548208020627499,610,2.3006654771506875e-06,0.2,0.0003425235627219081,0.4152700901031494,0.0003,-14.479365348815918
63,991.97,2060,62,991.97,129024,0.009515432640910149,0.0029424783,0.052099609375,-0.5218361496925354,620,0.00011419587559089451,0.2,0.0016545932667213492,0.40218839049339294,0.0003,-12.37236499786377
64,991.97,2063,63,991.97,131072,0.03147704526782036,0.0054272246,0.04345703125,-0.4878390973433852,630,8.023490920550103e-07,0.2,0.0010487992811249569,0.38768231868743896,0.0003,-11.587287902832031
65,991.97,2066,64,991.97,133120,-0.010164097882807255,0.0025658193,0.037548828125,-0.4602097313851118,640,3.375324888565956e-06,0.2,0.0019853091980621684,0.37901341915130615,0.0003,-10.844614028930664
66,991.97,2069,65,991.97,135168,0.016908369958400726,0.004122001,0.0494140625,-0.4272026205435395,650,5.581518422559384e-07,0.2,-0.0008096006247797049,0.36446407437324524,0.0003,-13.993424415588379
67,991.97,2072,66,991.97,137216,0.004659008700400591,0.007556147,0.049462890625,-0.3942410137504339,660,1.9295442768907377e-06,0.2,0.00010988293215632438,0.3543412387371063,0.0003,-11.518160820007324
68,991.97,2073,67,991.97,139264,-0.005070250481367111,0.0075136903,0.058154296875,-0.3560155786573887,670,0.00013863031956304895,0.2,-0.0037862906712689435,0.337856650352478,0.0003,-14.379491806030273
69,991.97,2076,68,991.97,141312,-0.020325524732470512,0.0075300224,0.074560546875,-0.3163836617022753,680,8.257256433807925e-06,0.2,0.0010938959792838431,0.32724201679229736,0.0003,-13.953896522521973
70,991.97,2079,68,991.97,143360,0.005610302090644836,0.004672109,0.05087890625,-0.28250028043985365,690,4.5186465058577596e-07,0.2,-0.0005621111951768399,0.3164668083190918,0.0003,-14.108757019042969
71,991.97,2081,69,991.97,145408,-0.006194646004587412,0.0064103566,0.072412109375,-0.2501253619790077,700,1.55482419756936e-06,0.2,-0.0005402532202424482,0.3068423569202423,0.0003,-11.38132381439209
72,991.97,2084,70,991.97,147456,0.0054429373703897,0.004448301,0.044384765625,-0.21407148018479347,710,3.223602647040025e-07,0.2,-0.0003783839987590909,0.29377877712249756,0.0003,-10.272775650024414
73,1000.0,2087,71,1000.0,149504,0.00017084642604459077,0.004000457,0.08671875,-0.17757113985717296,720,5.964209719877544e-07,0.2,0.0021436538765556177,0.28588128089904785,0.0003,-12.313543319702148
74,1000.0,2089,72,1000.0,151552,0.001798710087314248,0.0058807014,0.06728515625,-0.15295565947890283,730,0.0004135908643036146,0.2,0.0034645874387933874,0.27937644720077515,0.0003,-14.62800121307373
75,1000.0,2090,73,1000.0,153600,0.010674091055989265,0.0053513963,0.05888671875,-0.13456827029585838,740,2.8318247018432886e-07,0.2,0.004506902437424287,0.27418041229248047,0.0003,-10.328263282775879
76,1000.0,2092,74,1000.0,155648,-0.009203113615512848,0.009918328,0.0943359375,-0.11232308596372605,750,3.342976498288408e-07,0.2,0.005077643929689657,0.26763176918029785,0.0003,-10.584836959838867
77,1000.0,2094,75,1000.0,157696,-0.012549800798296928,0.009642267,0.06337890625,-0.08636470846831798,760,3.656259281115126e-07,0.2,0.001981376238836674,0.25928881764411926,0.0003,-14.622424125671387
78,1000.0,2096,76,1000.0,159744,-0.00040152936708182096,0.007352037,0.077587890625,-0.06618626229465008,770,5.070960042985462e-07,0.2,-0.0019237978543969803,0.2585003972053528,0.0003,-14.038239479064941
79,1000.0,2098,77,1000.0,161792,-0.010606599040329456,0.005866698,0.098046875,-0.050617146864533426,780,2.706990613887683e-07,0.2,-0.0012149762565968557,0.25077566504478455,0.0003,-11.313316345214844
80,1000.0,2100,77,1000.0,163840,0.008567526936531067,0.0055271257,0.050146484375,-0.007640046626329422,790,7.832100521909524e-07,0.2,-0.003124530288914684,0.23905763030052185,0.0003,-8.73072338104248
81,1000.0,2102,78,1000.0,165888,-0.013733326457440853,0.0045537837,0.0583984375,0.030373461544513702,800,0.00010366708112883317,0.2,-0.001058420867775567,0.231521874666214,0.0003,-11.146010398864746
82,1000.0,2104,79,1000.0,167936,0.004367976915091276,0.0034848752,0.05693359375,0.06339341402053833,810,8.611558826032706e-07,0.2,3.48655172274448e-05,0.22318509221076965,0.0003,-11.759068489074707
83,1000.0,2105,80,1000.0,169984,0.0017427854472771287,0.0069649853,0.05283203125,0.10140344947576523,820,1.4800239114265424e-07,0.2,-0.0027744278791942633,0.21489036083221436,0.0003,-8.67167854309082
84,1000.0,2107,81,1000.0,172032,-0.0022129733115434647,0.0051315413,0.071044921875,0.13146371878683566,830,1.670068201065078e-07,0.2,0.0021732369335950353,0.2095113843679428,0.0003,-10.058698654174805
85,1000.0,2109,82,1000.0,174080,-0.004243718925863504,0.008540417,0.07734375,0.1604861319065094,840,2.1679636006410873e-07,0.2,0.0030072904519329313,0.2026691734790802,0.0003,-11.891098022460938
86,1000.0,2110,83,1000.0,176128,0.02503281831741333,0.006569412,0.060791015625,0.19347215220332145,850,0.0003820473163244742,0.2,-0.0013626195766846649,0.19634869694709778,0.0003,-10.41861343383789
87,1000.0,2112,84,1000.0,178176,-0.0039056153036653996,0.0068849027,0.142822265625,0.21581126227974892,860,8.80547113126795e-05,0.2,0.0056797394281602465,0.1934615820646286,0.0003,-1.3212015628814697
88,1000.0,2113,85,1000.0,180224,0.024259407073259354,0.006138465,0.078662109375,0.23367374055087567,870,3.9298229239648206e-07,0.2,0.0006594773018150591,0.19041353464126587,0.0003,-3.345366954803467
89,1000.0,2115,86,1000.0,182272,-0.044013191014528275,0.015726488,0.1013671875,0.24598137624561786,880,2.0767300554780376e-07,0.2,0.0021195609675487503,0.18837696313858032,0.0003,-2.260352849960327
90,1000.0,2115,87,1000.0,184320,-0.001954788574948907,0.0071400395,0.102294921875,0.2623567648231983,890,2.0571608558839216e-07,0.2,0.0018981443579832557,0.1841398924589157,0.0003,-3.5596446990966797
91,1000.0,2115,88,1000.0,186368,-0.005540613550692797,0.0036750422,0.07041015625,0.28783624097704885,900,3.7178292870976294e-07,0.2,0.003350585902808234,0.1795307695865631,0.0003,-4.6933274269104
92,1000.0,2117,89,1000.0,188416,0.010082713328301907,0.008209442,0.086865234375,0.3092746715992689,910,1.6269513014322002e-05,0.2,0.004314407470519655,0.17526018619537354,0.0003,-10.653936386108398
93,1000.0,2118,89,1000.0,190464,-0.0036063226871192455,0.0049367426,0.092236328125,0.3372710827738047,920,5.129995372499252e-07,0.2,0.0009737008178490214,0.17033833265304565,0.0003,-4.1912970542907715
94,1000.0,2119,90,1000.0,192512,-0.01307613030076027,0.00787841,0.09189453125,0.361805484816432,930,6.433852377085714e-07,0.2,0.0006900341220898553,0.1666467785835266,0.0003,-8.754405975341797
95,1000.0,2120,91,1000.0,194560,0.0005510839400812984,0.00581977,0.10322265625,0.38183075822889806,940,6.658093374767304e-06,0.2,0.0031992787247872912,0.16408225893974304,0.0003,-7.134241104125977
96,1000.0,2122,92,1000.0,196608,0.014355397783219814,0.0132603375,0.12265625,0.39283759593963624,950,2.5557840803003274e-05,0.2,0.002272859151707962,0.16263751685619354,0.0003,-8.289172172546387
97,1000.0,2122,93,1000.0,198656,-0.02188807912170887,0.008777248,0.132666015625,0.4100967928767204,960,3.264201751562723e-07,0.2,0.0011168267592438497,0.1593150645494461,0.0003,-8.104933738708496
98,1000.0,2123,94,1000.0,200704,-0.011137115769088268,0.017178267,0.105517578125,0.4314443293958902,970,0.0005123416794418744,0.2,0.0032678710616892205,0.1555781215429306,0.0003,-8.699173927307129
